run,step,side,T,J,seed,e_per_spin,m_per_spin,window,e_roll_avg,m_roll_avg,w_samples
2,47,10,2.5,1.0,22,-0.012,-0.03,200,0.047829787234,-0.0334893617021,47
2,48,10,2.5,1.0,22,-0.012,-0.032,200,0.0465833333333,-0.0334583333333,48
2,49,10,2.5,1.0,22,-0.016,-0.03,200,0.045306122449,-0.033387755102,49
2,50,10,2.5,1.0,22,-0.016,-0.032,200,0.04408,-0.03336,50
2,51,10,2.5,1.0,22,-0.016,-0.032,200,0.0429019607843,-0.0333333333333,51
2,52,10,2.5,1.0,22,-0.012,-0.03,200,0.0418461538462,-0.0332692307692,52
2,53,10,2.5,1.0,22,-0.02,-0.028,200,0.040679245283,-0.0331698113208,53
2,54,10,2.5,1.0,22,-0.02,-0.028,200,0.0395555555556,-0.0330740740741,54
2,55,10,2.5,1.0,22,-0.024,-0.03,200,0.0384,-0.0330181818182,55
2,56,10,2.5,1.0,22,-0.032,-0.032,200,0.0371428571429,-0.033,56
2,57,10,2.5,1.0,22,-0.032,-0.032,200,0.0359298245614,-0.0329824561404,57
2,58,10,2.5,1.0,22,-0.032,-0.032,200,0.0347586206897,-0.0329655172414,58
2,59,10,2.5,1.0,22,-0.028,-0.03,200,0.0336949152542,-0.0329152542373,59
2,60,10,2.5,1.0,22,-0.032,-0.032,200,0.0326,-0.0329,60
2,61,10,2.5,1.0,22,-0.032,-0.032,200,0.0315409836066,-0.0328852459016,61
2,62,10,2.5,1.0,22,-0.032,-0.032,200,0.0305161290323,-0.0328709677419,62
2,63,10,2.5,1.0,22,-0.032,-0.03,200,0.0295238095238,-0.0328253968254,63
2,64,10,2.5,1.0,22,-0.032,-0.03,200,0.0285625,-0.03278125,64
2,65,10,2.5,1.0,22,-0.032,-0.03,200,0.0276307692308,-0.0327384615385,65
2,66,10,2.5,1.0,22,-0.036,-0.028,200,0.0266666666667,-0.0326666666667,66
2,67,10,2.5,1.0,22,-0.044,-0.03,200,0.0256119402985,-0.0326268656716,67
2,68,10,2.5,1.0,22,-0.044,-0.03,200,0.0245882352941,-0.0325882352941,68
2,69,10,2.5,1.0,22,-0.048,-0.032,200,0.0235362318841,-0.0325797101449,69
2,70,10,2.5,1.0,22,-0.048,-0.034,200,0.0225142857143,-0.0326,70
2,71,10,2.5,1.0,22,-0.052,-0.032,200,0.0214647887324,-0.0325915492958,71
2,72,10,2.5,1.0,22,-0.052,-0.032,200,0.0204444444444,-0.0325833333333,72
2,73,10,2.5,1.0,22,-0.052,-0.032,200,0.0194520547945,-0.0325753424658,73
2,74,10,2.5,1.0,22,-0.052,-0.032,200,0.0184864864865,-0.0325675675676,74
2,75,10,2.5,1.0,22,-0.064,-0.03,200,0.0173866666667,-0.0325333333333,75
2,76,10,2.5,1.0,22,-0.064,-0.03,200,0.0163157894737,-0.0325,76
2,77,10,2.5,1.0,22,-0.06,-0.032,200,0.0153246753247,-0.0324935064935,77
2,78,10,2.5,1.0,22,-0.064,-0.03,200,0.0143076923077,-0.0324615384615,78
2,79,10,2.5,1.0,22,-0.064,-0.028,200,0.0133164556962,-0.0324050632911,79
2,80,10,2.5,1.0,22,-0.064,-0.028,200,0.01235,-0.03235,80
2,81,10,2.5,1.0,22,-0.064,-0.026,200,0.0114074074074,-0.0322716049383,81
2,82,10,2.5,1.0,22,-0.064,-0.026,200,0.010487804878,-0.0321951219512,82
2,83,10,2.5,1.0,22,-0.064,-0.028,200,0.00959036144578,-0.0321445783133,83
2,84,10,2.5,1.0,22,-0.064,-0.026,200,0.00871428571429,-0.0320714285714,84
2,85,10,2.5,1.0,22,-0.064,-0.026,200,0.00785882352941,-0.032,85
2,86,10,2.5,1.0,22,-0.064,-0.024,200,0.00702325581395,-0.0319069767442,86
2,87,10,2.5,1.0,22,-0.064,-0.024,200,0.00620689655172,-0.031816091954,87
2,88,10,2.5,1.0,22,-0.064,-0.022,200,0.00540909090909,-0.0317045454545,88
2,89,10,2.5,1.0,22,-0.064,-0.024,200,0.00462921348315,-0.0316179775281,89
2,90,10,2.5,1.0,22,-0.068,-0.026,200,0.00382222222222,-0.0315555555556,90
2,91,10,2.5,1.0,22,-0.08,-0.028,200,0.0029010989011,-0.0315164835165,91
2,92,10,2.5,1.0,22,-0.084,-0.026,200,0.00195652173913,-0.0314565217391,92
2,93,10,2.5,1.0,22,-0.088,-0.024,200,0.000989247311828,-0.031376344086,93
2,94,10,2.5,1.0,22,-0.088,-0.022,200,4.25531914894e-05,-0.0312765957447,94
2,95,10,2.5,1.0,22,-0.092,-0.024,200,-0.000926315789474,-0.0312,95
2,96,10,2.5,1.0,22,-0.092,-0.022,200,-0.001875,-0.0311041666667,96
2,97,10,2.5,1.0,22,-0.092,-0.022,200,-0.00280412371134,-0.0310103092784,97
2,98,10,2.5,1.0,22,-0.1,-0.02,200,-0.00379591836735,-0.0308979591837,98
2,99,10,2.5,1.0,22,-0.1,-0.02,200,-0.00476767676768,-0.0307878787879,99
2,100,10,2.5,1.0,22,-0.092,-0.018,200,-0.00564,-0.03066,100
2,101,10,2.5,1.0,22,-0.092,-0.018,200,-0.00649504950495,-0.0305346534653,101
2,102,10,2.5,1.0,22,-0.1,-0.02,200,-0.00741176470588,-0.030431372549,102
2,103,10,2.5,1.0,22,-0.1,-0.022,200,-0.00831067961165,-0.0303495145631,103
2,104,10,2.5,1.0,22,-0.104,-0.024,200,-0.00923076923077,-0.0302884615385,104
2,105,10,2.5,1.0,22,-0.1,-0.022,200,-0.0100952380952,-0.0302095238095,105
2,106,10,2.5,1.0,22,-0.096,-0.02,200,-0.0109056603774,-0.0301132075472,106
2,107,10,2.5,1.0,22,-0.096,-0.02,200,-0.0117009345794,-0.0300186915888,107
2,108,10,2.5,1.0,22,-0.096,-0.02,200,-0.0124814814815,-0.0299259259259,108
2,109,10,2.5,1.0,22,-0.096,-0.022,200,-0.013247706422,-0.0298532110092,109
2,110,10,2.5,1.0,22,-0.1,-0.02,200,-0.0140363636364,-0.0297636363636,110
2,111,10,2.5,1.0,22,-0.096,-0.022,200,-0.0147747747748,-0.0296936936937,111
2,112,10,2.5,1.0,22,-0.096,-0.024,200,-0.0155,-0.0296428571429,112
2,113,10,2.5,1.0,22,-0.096,-0.022,200,-0.0162123893805,-0.0295752212389,113
2,114,10,2.5,1.0,22,-0.1,-0.02,200,-0.0169473684211,-0.0294912280702,114
2,115,10,2.5,1.0,22,-0.108,-0.022,200,-0.0177391304348,-0.0294260869565,115
2,116,10,2.5,1.0,22,-0.108,-0.022,200,-0.0185172413793,-0.0293620689655,116
2,117,10,2.5,1.0,22,-0.112,-0.024,200,-0.0193162393162,-0.0293162393162,117
2,118,10,2.5,1.0,22,-0.12,-0.026,200,-0.0201694915254,-0.0292881355932,118
2,119,10,2.5,1.0,22,-0.12,-0.024,200,-0.0210084033613,-0.029243697479,119
2,120,10,2.5,1.0,22,-0.12,-0.024,200,-0.0218333333333,-0.0292,120
2,121,10,2.5,1.0,22,-0.12,-0.024,200,-0.0226446280992,-0.0291570247934,121
2,122,10,2.5,1.0,22,-0.132,-0.022,200,-0.0235409836066,-0.0290983606557,122
2,123,10,2.5,1.0,22,-0.128,-0.024,200,-0.0243902439024,-0.0290569105691,123
2,124,10,2.5,1.0,22,-0.132,-0.022,200,-0.0252580645161,-0.029,124
2,125,10,2.5,1.0,22,-0.132,-0.022,200,-0.026112,-0.028944,125
2,126,10,2.5,1.0,22,-0.132,-0.024,200,-0.0269523809524,-0.0289047619048,126
2,127,10,2.5,1.0,22,-0.136,-0.026,200,-0.027811023622,-0.0288818897638,127
2,128,10,2.5,1.0,22,-0.136,-0.024,200,-0.02865625,-0.02884375,128
2,129,10,2.5,1.0,22,-0.136,-0.024,200,-0.029488372093,-0.0288062015504,129
2,130,10,2.5,1.0,22,-0.136,-0.024,200,-0.0303076923077,-0.0287692307692,130
2,131,10,2.5,1.0,22,-0.136,-0.026,200,-0.0311145038168,-0.0287480916031,131
2,132,10,2.5,1.0,22,-0.14,-0.028,200,-0.0319393939394,-0.0287424242424,132
2,133,10,2.5,1.0,22,-0.14,-0.028,200,-0.0327518796992,-0.0287368421053,133
2,134,10,2.5,1.0,22,-0.14,-0.03,200,-0.033552238806,-0.0287462686567,134
2,135,10,2.5,1.0,22,-0.148,-0.032,200,-0.0344,-0.0287703703704,135
2,136,10,2.5,1.0,22,-0.148,-0.032,200,-0.0352352941176,-0.0287941176471,136
2,137,10,2.5,1.0,22,-0.148,-0.032,200,-0.0360583941606,-0.0288175182482,137
2,138,10,2.5,1.0,22,-0.148,-0.03,200,-0.0368695652174,-0.0288260869565,138
2,139,10,2.5,1.0,22,-0.152,-0.028,200,-0.0376978417266,-0.0288201438849,139
2,140,10,2.5,1.0,22,-0.152,-0.028,200,-0.0385142857143,-0.0288142857143,140
2,141,10,2.5,1.0,22,-0.152,-0.028,200,-0.0393191489362,-0.0288085106383,141
2,142,10,2.5,1.0,22,-0.148,-0.03,200,-0.0400845070423,-0.0288169014085,142
2,143,10,2.5,1.0,22,-0.152,-0.032,200,-0.0408671328671,-0.0288391608392,143
2,144,10,2.5,1.0,22,-0.152,-0.034,200,-0.0416388888889,-0.028875,144
2,145,10,2.5,1.0,22,-0.152,-0.034,200,-0.0424,-0.0289103448276,145
2,146,10,2.5,1.0,22,-0.152,-0.036,200,-0.0431506849315,-0.0289589041096,146
2,147,10,2.5,1.0,22,-0.148,-0.034,200,-0.0438639455782,-0.0289931972789,147
2,148,10,2.5,1.0,22,-0.148,-0.032,200,-0.0445675675676,-0.0290135135135,148
2,149,10,2.5,1.0,22,-0.156,-0.034,200,-0.0453154362416,-0.0290469798658,149
2,150,10,2.5,1.0,22,-0.156,-0.032,200,-0.0460533333333,-0.0290666666667,150
2,151,10,2.5,1.0,22,-0.156,-0.032,200,-0.0467814569536,-0.0290860927152,151
2,152,10,2.5,1.0,22,-0.156,-0.032,200,-0.0475,-0.0291052631579,152
2,153,10,2.5,1.0,22,-0.156,-0.032,200,-0.0482091503268,-0.0291241830065,153
2,154,10,2.5,1.0,22,-0.156,-0.032,200,-0.0489090909091,-0.0291428571429,154
2,155,10,2.5,1.0,22,-0.152,-0.03,200,-0.0495741935484,-0.0291483870968,155
2,156,10,2.5,1.0,22,-0.152,-0.028,200,-0.0502307692308,-0.029141025641,156
2,157,10,2.5,1.0,22,-0.152,-0.026,200,-0.0508789808917,-0.0291210191083,157
2,158,10,2.5,1.0,22,-0.152,-0.026,200,-0.0515189873418,-0.0291012658228,158
2,159,10,2.5,1.0,22,-0.152,-0.024,200,-0.0521509433962,-0.0290691823899,159
2,160,10,2.5,1.0,22,-0.152,-0.022,200,-0.052775,-0.029025,160
2,161,10,2.5,1.0,22,-0.152,-0.02,200,-0.0533913043478,-0.0289689440994,161
2,162,10,2.5,1.0,22,-0.152,-0.022,200,-0.054,-0.0289259259259,162
2,163,10,2.5,1.0,22,-0.152,-0.024,200,-0.0546012269939,-0.0288957055215,163
2,164,10,2.5,1.0,22,-0.156,-0.026,200,-0.0552195121951,-0.0288780487805,164
2,165,10,2.5,1.0,22,-0.164,-0.028,200,-0.0558787878788,-0.0288727272727,165
2,166,10,2.5,1.0,22,-0.168,-0.026,200,-0.0565542168675,-0.0288554216867,166
2,167,10,2.5,1.0,22,-0.168,-0.024,200,-0.0572215568862,-0.0288263473054,167
2,168,10,2.5,1.0,22,-0.172,-0.022,200,-0.0579047619048,-0.0287857142857,168
2,169,10,2.5,1.0,22,-0.172,-0.024,200,-0.0585798816568,-0.0287573964497,169
2,170,10,2.5,1.0,22,-0.18,-0.022,200,-0.0592941176471,-0.0287176470588,170
2,171,10,2.5,1.0,22,-0.188,-0.02,200,-0.0600467836257,-0.0286666666667,171
2,172,10,2.5,1.0,22,-0.196,-0.018,200,-0.0608372093023,-0.0286046511628,172
2,173,10,2.5,1.0,22,-0.196,-0.016,200,-0.0616184971098,-0.0285317919075,173
2,174,10,2.5,1.0,22,-0.196,-0.016,200,-0.0623908045977,-0.0284597701149,174
2,175,10,2.5,1.0,22,-0.2,-0.018,200,-0.0631771428571,-0.0284,175
2,176,10,2.5,1.0,22,-0.2,-0.016,200,-0.0639545454545,-0.0283295454545,176
2,177,10,2.5,1.0,22,-0.204,-0.014,200,-0.0647457627119,-0.0282485875706,177
2,178,10,2.5,1.0,22,-0.204,-0.012,200,-0.0655280898876,-0.0281573033708,178
2,179,10,2.5,1.0,22,-0.2,-0.014,200,-0.0662793296089,-0.0280782122905,179
2,180,10,2.5,1.0,22,-0.204,-0.012,200,-0.0670444444444,-0.0279888888889,180
2,181,10,2.5,1.0,22,-0.216,-0.014,200,-0.0678674033149,-0.0279116022099,181
2,182,10,2.5,1.0,22,-0.22,-0.016,200,-0.0687032967033,-0.0278461538462,182
2,183,10,2.5,1.0,22,-0.22,-0.018,200,-0.0695300546448,-0.0277923497268,183
2,184,10,2.5,1.0,22,-0.216,-0.016,200,-0.0703260869565,-0.0277282608696,184
2,185,10,2.5,1.0,22,-0.216,-0.018,200,-0.0711135135135,-0.0276756756757,185
2,186,10,2.5,1.0,22,-0.216,-0.018,200,-0.0718924731183,-0.027623655914,186
2,187,10,2.5,1.0,22,-0.216,-0.02,200,-0.0726631016043,-0.0275828877005,187
2,188,10,2.5,1.0,22,-0.216,-0.02,200,-0.0734255319149,-0.0275425531915,188
2,189,10,2.5,1.0,22,-0.216,-0.022,200,-0.0741798941799,-0.0275132275132,189
2,190,10,2.5,1.0,22,-0.216,-0.024,200,-0.0749263157895,-0.0274947368421,190
2,191,10,2.5,1.0,22,-0.216,-0.026,200,-0.075664921466,-0.0274869109948,191
2,192,10,2.5,1.0,22,-0.224,-0.024,200,-0.0764375,-0.02746875,192
2,193,10,2.5,1.0,22,-0.224,-0.024,200,-0.0772020725389,-0.0274507772021,193
2,194,10,2.5,1.0,22,-0.228,-0.026,200,-0.0779793814433,-0.0274432989691,194
2,195,10,2.5,1.0,22,-0.228,-0.026,200,-0.0787487179487,-0.0274358974359,195
2,196,10,2.5,1.0,22,-0.228,-0.026,200,-0.0795102040816,-0.0274285714286,196
2,197,10,2.5,1.0,22,-0.228,-0.026,200,-0.0802639593909,-0.027421319797,197
2,198,10,2.5,1.0,22,-0.228,-0.024,200,-0.0810101010101,-0.027404040404,198
2,199,10,2.5,1.0,22,-0.228,-0.022,200,-0.0817487437186,-0.0273768844221,199
2,200,10,2.5,1.0,22,-0.228,-0.022,200,-0.08248,-0.02735,200
2,201,10,2.5,1.0,22,-0.228,-0.022,200,-0.08402,-0.02731,200
2,202,10,2.5,1.0,22,-0.228,-0.022,200,-0.08556,-0.02726,200
2,203,10,2.5,1.0,22,-0.228,-0.02,200,-0.08712,-0.02719,200
2,204,10,2.5,1.0,22,-0.228,-0.018,200,-0.08864,-0.02712,200
2,205,10,2.5,1.0,22,-0.228,-0.018,200,-0.09016,-0.02706,200
2,206,10,2.5,1.0,22,-0.228,-0.018,200,-0.09168,-0.027,200
2,207,10,2.5,1.0,22,-0.228,-0.018,200,-0.0932,-0.02695,200
2,208,10,2.5,1.0,22,-0.228,-0.018,200,-0.09472,-0.02691,200
2,209,10,2.5,1.0,22,-0.228,-0.018,200,-0.09624,-0.02687,200
2,210,10,2.5,1.0,22,-0.228,-0.016,200,-0.09774,-0.02681,200
2,211,10,2.5,1.0,22,-0.236,-0.018,200,-0.09928,-0.02675,200
2,212,10,2.5,1.0,22,-0.244,-0.02,200,-0.10086,-0.02671,200
2,213,10,2.5,1.0,22,-0.248,-0.018,200,-0.10244,-0.02665,200
2,214,10,2.5,1.0,22,-0.248,-0.018,200,-0.10402,-0.0266,200
2,215,10,2.5,1.0,22,-0.244,-0.016,200,-0.10558,-0.02653,200
2,216,10,2.5,1.0,22,-0.24,-0.014,200,-0.10712,-0.02645,200
2,217,10,2.5,1.0,22,-0.24,-0.014,200,-0.1086,-0.02636,200
2,218,10,2.5,1.0,22,-0.248,-0.012,200,-0.11012,-0.02626,200
2,219,10,2.5,1.0,22,-0.248,-0.012,200,-0.11164,-0.02615,200
2,220,10,2.5,1.0,22,-0.252,-0.014,200,-0.11318,-0.02605,200
2,221,10,2.5,1.0,22,-0.252,-0.016,200,-0.11472,-0.02595,200
2,222,10,2.5,1.0,22,-0.252,-0.016,200,-0.11624,-0.02586,200
2,223,10,2.5,1.0,22,-0.252,-0.016,200,-0.11776,-0.02576,200
2,224,10,2.5,1.0,22,-0.248,-0.014,200,-0.11928,-0.02564,200
2,225,10,2.5,1.0,22,-0.248,-0.012,200,-0.1208,-0.02551,200
2,226,10,2.5,1.0,22,-0.252,-0.01,200,-0.12234,-0.02538,200
2,227,10,2.5,1.0,22,-0.252,-0.01,200,-0.12386,-0.02524,200
2,228,10,2.5,1.0,22,-0.256,-0.008,200,-0.1254,-0.0251,200
2,229,10,2.5,1.0,22,-0.256,-0.006,200,-0.12692,-0.02496,200
2,230,10,2.5,1.0,22,-0.26,-0.004,200,-0.12846,-0.0248,200
2,231,10,2.5,1.0,22,-0.264,-0.002,200,-0.13002,-0.02463,200
2,232,10,2.5,1.0,22,-0.264,-0.002,200,-0.13156,-0.02445,200
2,233,10,2.5,1.0,22,-0.264,-0.004,200,-0.1331,-0.02428,200
2,234,10,2.5,1.0,22,-0.264,-0.004,200,-0.1346,-0.02412,200
2,235,10,2.5,1.0,22,-0.264,-0.004,200,-0.1361,-0.02395,200
2,236,10,2.5,1.0,22,-0.264,-0.006,200,-0.13758,-0.0238,200
2,237,10,2.5,1.0,22,-0.264,-0.006,200,-0.13902,-0.02364,200
2,238,10,2.5,1.0,22,-0.264,-0.006,200,-0.14044,-0.02347,200
2,239,10,2.5,1.0,22,-0.264,-0.006,200,-0.14186,-0.0233,200
2,240,10,2.5,1.0,22,-0.264,-0.006,200,-0.14324,-0.02314,200
2,241,10,2.5,1.0,22,-0.264,-0.006,200,-0.1446,-0.02299,200
2,242,10,2.5,1.0,22,-0.264,-0.008,200,-0.14594,-0.02286,200
2,243,10,2.5,1.0,22,-0.264,-0.01,200,-0.14728,-0.02275,200
2,244,10,2.5,1.0,22,-0.264,-0.008,200,-0.14862,-0.02263,200
2,245,10,2.5,1.0,22,-0.264,-0.006,200,-0.14992,-0.02249,200
2,246,10,2.5,1.0,22,-0.26,-0.004,200,-0.15116,-0.02235,200
2,247,10,2.5,1.0,22,-0.26,-0.004,200,-0.1524,-0.02222,200
2,248,10,2.5,1.0,22,-0.264,-0.002,200,-0.15366,-0.02207,200
2,249,10,2.5,1.0,22,-0.264,0.0,200,-0.1549,-0.02192,200
2,250,10,2.5,1.0,22,-0.264,0.002,200,-0.15614,-0.02175,200
2,251,10,2.5,1.0,22,-0.268,0.0,200,-0.1574,-0.02159,200
2,252,10,2.5,1.0,22,-0.268,0.002,200,-0.15868,-0.02143,200
2,253,10,2.5,1.0,22,-0.268,0.002,200,-0.15992,-0.02128,200
2,254,10,2.5,1.0,22,-0.268,0.004,200,-0.16116,-0.02112,200
2,255,10,2.5,1.0,22,-0.268,0.006,200,-0.16238,-0.02094,200
2,256,10,2.5,1.0,22,-0.268,0.006,200,-0.16356,-0.02075,200
2,257,10,2.5,1.0,22,-0.268,0.006,200,-0.16474,-0.02056,200
2,258,10,2.5,1.0,22,-0.268,0.006,200,-0.16592,-0.02037,200
2,259,10,2.5,1.0,22,-0.268,0.008,200,-0.16712,-0.02018,200
2,260,10,2.5,1.0,22,-0.268,0.008,200,-0.1683,-0.01998,200
2,261,10,2.5,1.0,22,-0.268,0.01,200,-0.16948,-0.01977,200
2,262,10,2.5,1.0,22,-0.268,0.012,200,-0.17066,-0.01955,200
2,263,10,2.5,1.0,22,-0.268,0.01,200,-0.17184,-0.01935,200
2,264,10,2.5,1.0,22,-0.268,0.012,200,-0.17302,-0.01914,200
2,265,10,2.5,1.0,22,-0.268,0.012,200,-0.1742,-0.01893,200
2,266,10,2.5,1.0,22,-0.268,0.01,200,-0.17536,-0.01874,200
2,267,10,2.5,1.0,22,-0.268,0.008,200,-0.17648,-0.01855,200
2,268,10,2.5,1.0,22,-0.268,0.008,200,-0.1776,-0.01836,200
2,269,10,2.5,1.0,22,-0.264,0.006,200,-0.17868,-0.01817,200
2,270,10,2.5,1.0,22,-0.264,0.008,200,-0.17976,-0.01796,200
2,271,10,2.5,1.0,22,-0.264,0.006,200,-0.18082,-0.01777,200
2,272,10,2.5,1.0,22,-0.264,0.006,200,-0.18188,-0.01758,200
2,273,10,2.5,1.0,22,-0.268,0.004,200,-0.18296,-0.0174,200
2,274,10,2.5,1.0,22,-0.268,0.004,200,-0.18404,-0.01722,200
2,275,10,2.5,1.0,22,-0.268,0.004,200,-0.18506,-0.01705,200
2,276,10,2.5,1.0,22,-0.268,0.004,200,-0.18608,-0.01688,200
2,277,10,2.5,1.0,22,-0.264,0.002,200,-0.1871,-0.01671,200
2,278,10,2.5,1.0,22,-0.264,0.004,200,-0.1881,-0.01654,200
2,279,10,2.5,1.0,22,-0.264,0.004,200,-0.1891,-0.01638,200
2,280,10,2.5,1.0,22,-0.264,0.004,200,-0.1901,-0.01622,200
2,281,10,2.5,1.0,22,-0.264,0.006,200,-0.1911,-0.01606,200
2,282,10,2.5,1.0,22,-0.268,0.004,200,-0.19212,-0.01591,200
2,283,10,2.5,1.0,22,-0.272,0.006,200,-0.19316,-0.01574,200
2,284,10,2.5,1.0,22,-0.276,0.004,200,-0.19422,-0.01559,200
2,285,10,2.5,1.0,22,-0.276,0.004,200,-0.19528,-0.01544,200
2,286,10,2.5,1.0,22,-0.276,0.006,200,-0.19634,-0.01529,200
2,287,10,2.5,1.0,22,-0.276,0.006,200,-0.1974,-0.01514,200
2,288,10,2.5,1.0,22,-0.28,0.004,200,-0.19848,-0.01501,200
2,289,10,2.5,1.0,22,-0.284,0.006,200,-0.19958,-0.01486,200
2,290,10,2.5,1.0,22,-0.28,0.004,200,-0.20064,-0.01471,200
2,291,10,2.5,1.0,22,-0.284,0.002,200,-0.20166,-0.01456,200
2,292,10,2.5,1.0,22,-0.284,0.0,200,-0.20266,-0.01443,200
2,293,10,2.5,1.0,22,-0.284,0.002,200,-0.20364,-0.0143,200
2,294,10,2.5,1.0,22,-0.288,0.0,200,-0.20464,-0.01419,200
2,295,10,2.5,1.0,22,-0.288,0.0,200,-0.20562,-0.01407,200
2,296,10,2.5,1.0,22,-0.288,0.0,200,-0.2066,-0.01396,200
2,297,10,2.5,1.0,22,-0.292,-0.002,200,-0.2076,-0.01386,200
2,298,10,2.5,1.0,22,-0.296,-0.004,200,-0.20858,-0.01378,200
2,299,10,2.5,1.0,22,-0.296,-0.004,200,-0.20956,-0.0137,200
2,300,10,2.5,1.0,22,-0.304,-0.006,200,-0.21062,-0.01364,200
2,301,10,2.5,1.0,22,-0.308,-0.004,200,-0.2117,-0.01357,200
2,302,10,2.5,1.0,22,-0.312,-0.006,200,-0.21276,-0.0135,200
2,303,10,2.5,1.0,22,-0.312,-0.006,200,-0.21382,-0.01342,200
2,304,10,2.5,1.0,22,-0.308,-0.008,200,-0.21484,-0.01334,200
2,305,10,2.5,1.0,22,-0.308,-0.006,200,-0.21588,-0.01326,200
2,306,10,2.5,1.0,22,-0.308,-0.008,200,-0.21694,-0.0132,200
2,307,10,2.5,1.0,22,-0.308,-0.008,200,-0.218,-0.01314,200
2,308,10,2.5,1.0,22,-0.308,-0.008,200,-0.21906,-0.01308,200
2,309,10,2.5,1.0,22,-0.308,-0.006,200,-0.22012,-0.013,200
2,310,10,2.5,1.0,22,-0.304,-0.004,200,-0.22114,-0.01292,200
2,311,10,2.5,1.0,22,-0.304,-0.004,200,-0.22218,-0.01283,200
2,312,10,2.5,1.0,22,-0.304,-0.004,200,-0.22322,-0.01273,200
