run,step,side,T,J,seed,e_per_spin,m_per_spin,window,e_roll_avg,m_roll_avg,w_samples
2,1162,10,2.5,1.0,22,-0.76,-0.024,200,-0.7227,-0.03435,200
2,1163,10,2.5,1.0,22,-0.76,-0.026,200,-0.72312,-0.03433,200
2,1164,10,2.5,1.0,22,-0.76,-0.026,200,-0.72354,-0.03431,200
2,1165,10,2.5,1.0,22,-0.76,-0.028,200,-0.72398,-0.03431,200
2,1166,10,2.5,1.0,22,-0.76,-0.028,200,-0.72442,-0.03431,200
2,1167,10,2.5,1.0,22,-0.76,-0.028,200,-0.72484,-0.0343,200
2,1168,10,2.5,1.0,22,-0.76,-0.026,200,-0.72526,-0.03428,200
2,1169,10,2.5,1.0,22,-0.76,-0.028,200,-0.72568,-0.03426,200
2,1170,10,2.5,1.0,22,-0.76,-0.028,200,-0.7261,-0.03423,200
2,1171,10,2.5,1.0,22,-0.76,-0.028,200,-0.72652,-0.0342,200
2,1172,10,2.5,1.0,22,-0.76,-0.028,200,-0.72696,-0.03416,200
2,1173,10,2.5,1.0,22,-0.76,-0.028,200,-0.7274,-0.03412,200
2,1174,10,2.5,1.0,22,-0.76,-0.03,200,-0.72784,-0.03409,200
2,1175,10,2.5,1.0,22,-0.764,-0.032,200,-0.7283,-0.03406,200
2,1176,10,2.5,1.0,22,-0.764,-0.032,200,-0.72876,-0.03402,200
2,1177,10,2.5,1.0,22,-0.764,-0.032,200,-0.72922,-0.03397,200
2,1178,10,2.5,1.0,22,-0.764,-0.034,200,-0.72966,-0.03392,200
2,1179,10,2.5,1.0,22,-0.764,-0.034,200,-0.7301,-0.03387,200
2,1180,10,2.5,1.0,22,-0.764,-0.034,200,-0.7305,-0.03381,200
2,1181,10,2.5,1.0,22,-0.764,-0.034,200,-0.7309,-0.03375,200
2,1182,10,2.5,1.0,22,-0.764,-0.036,200,-0.73124,-0.03369,200
2,1183,10,2.5,1.0,22,-0.764,-0.038,200,-0.73156,-0.03365,200
2,1184,10,2.5,1.0,22,-0.764,-0.04,200,-0.73188,-0.03361,200
2,1185,10,2.5,1.0,22,-0.764,-0.04,200,-0.7322,-0.03357,200
2,1186,10,2.5,1.0,22,-0.764,-0.042,200,-0.73252,-0.03354,200
2,1187,10,2.5,1.0,22,-0.76,-0.044,200,-0.73282,-0.03353,200
2,1188,10,2.5,1.0,22,-0.76,-0.044,200,-0.73314,-0.03351,200
2,1189,10,2.5,1.0,22,-0.76,-0.046,200,-0.73346,-0.0335,200
2,1190,10,2.5,1.0,22,-0.764,-0.044,200,-0.7338,-0.03348,200
2,1191,10,2.5,1.0,22,-0.76,-0.046,200,-0.73412,-0.03347,200
2,1192,10,2.5,1.0,22,-0.76,-0.044,200,-0.73444,-0.03345,200
2,1193,10,2.5,1.0,22,-0.764,-0.042,200,-0.73474,-0.03341,200
2,1194,10,2.5,1.0,22,-0.764,-0.044,200,-0.73504,-0.03337,200
2,1195,10,2.5,1.0,22,-0.764,-0.046,200,-0.73534,-0.03334,200
2,1196,10,2.5,1.0,22,-0.764,-0.046,200,-0.73562,-0.03332,200
2,1197,10,2.5,1.0,22,-0.764,-0.046,200,-0.7359,-0.03331,200
2,1198,10,2.5,1.0,22,-0.764,-0.046,200,-0.73616,-0.03331,200
2,1199,10,2.5,1.0,22,-0.764,-0.048,200,-0.73642,-0.03332,200
2,1200,10,2.5,1.0,22,-0.764,-0.046,200,-0.73668,-0.03332,200
2,1201,10,2.5,1.0,22,-0.764,-0.046,200,-0.73692,-0.03333,200
2,1202,10,2.5,1.0,22,-0.764,-0.046,200,-0.73716,-0.03334,200
2,1203,10,2.5,1.0,22,-0.764,-0.048,200,-0.7374,-0.03336,200
2,1204,10,2.5,1.0,22,-0.76,-0.05,200,-0.73762,-0.03339,200
2,1205,10,2.5,1.0,22,-0.76,-0.05,200,-0.73786,-0.03343,200
2,1206,10,2.5,1.0,22,-0.76,-0.052,200,-0.7381,-0.03347,200
2,1207,10,2.5,1.0,22,-0.756,-0.05,200,-0.73832,-0.0335,200
2,1208,10,2.5,1.0,22,-0.756,-0.05,200,-0.73852,-0.03354,200
2,1209,10,2.5,1.0,22,-0.756,-0.05,200,-0.7387,-0.03359,200
2,1210,10,2.5,1.0,22,-0.756,-0.048,200,-0.73888,-0.03364,200
2,1211,10,2.5,1.0,22,-0.756,-0.048,200,-0.73906,-0.03368,200
2,1212,10,2.5,1.0,22,-0.756,-0.046,200,-0.73924,-0.03371,200
2,1213,10,2.5,1.0,22,-0.756,-0.044,200,-0.73942,-0.03373,200
2,1214,10,2.5,1.0,22,-0.76,-0.042,200,-0.73962,-0.03374,200
2,1215,10,2.5,1.0,22,-0.76,-0.044,200,-0.73982,-0.03376,200
2,1216,10,2.5,1.0,22,-0.76,-0.046,200,-0.74002,-0.0338,200
2,1217,10,2.5,1.0,22,-0.76,-0.046,200,-0.74022,-0.03383,200
2,1218,10,2.5,1.0,22,-0.76,-0.046,200,-0.74042,-0.03385,200
2,1219,10,2.5,1.0,22,-0.764,-0.048,200,-0.74064,-0.03387,200
2,1220,10,2.5,1.0,22,-0.764,-0.05,200,-0.74086,-0.0339,200
2,1221,10,2.5,1.0,22,-0.764,-0.052,200,-0.74108,-0.03394,200
2,1222,10,2.5,1.0,22,-0.764,-0.052,200,-0.7413,-0.03398,200
2,1223,10,2.5,1.0,22,-0.764,-0.05,200,-0.74154,-0.03402,200
2,1224,10,2.5,1.0,22,-0.764,-0.048,200,-0.74178,-0.03406,200
2,1225,10,2.5,1.0,22,-0.768,-0.05,200,-0.74204,-0.03412,200
2,1226,10,2.5,1.0,22,-0.768,-0.052,200,-0.7423,-0.03419,200
2,1227,10,2.5,1.0,22,-0.78,-0.05,200,-0.74262,-0.03425,200
2,1228,10,2.5,1.0,22,-0.776,-0.048,200,-0.74292,-0.0343,200
2,1229,10,2.5,1.0,22,-0.776,-0.05,200,-0.7432,-0.03437,200
2,1230,10,2.5,1.0,22,-0.784,-0.052,200,-0.74352,-0.03445,200
2,1231,10,2.5,1.0,22,-0.784,-0.052,200,-0.74384,-0.03453,200
2,1232,10,2.5,1.0,22,-0.788,-0.05,200,-0.74418,-0.0346,200
2,1233,10,2.5,1.0,22,-0.784,-0.048,200,-0.74448,-0.03467,200
2,1234,10,2.5,1.0,22,-0.784,-0.048,200,-0.74478,-0.03475,200
2,1235,10,2.5,1.0,22,-0.784,-0.048,200,-0.74508,-0.03483,200
2,1236,10,2.5,1.0,22,-0.784,-0.048,200,-0.74538,-0.0349,200
2,1237,10,2.5,1.0,22,-0.784,-0.048,200,-0.74568,-0.03497,200
2,1238,10,2.5,1.0,22,-0.784,-0.048,200,-0.74598,-0.03504,200
2,1239,10,2.5,1.0,22,-0.784,-0.046,200,-0.74628,-0.03509,200
2,1240,10,2.5,1.0,22,-0.784,-0.046,200,-0.74658,-0.03515,200
2,1241,10,2.5,1.0,22,-0.784,-0.046,200,-0.74686,-0.03522,200
2,1242,10,2.5,1.0,22,-0.784,-0.046,200,-0.74714,-0.03529,200
2,1243,10,2.5,1.0,22,-0.784,-0.044,200,-0.74742,-0.03534,200
2,1244,10,2.5,1.0,22,-0.78,-0.042,200,-0.74768,-0.03538,200
2,1245,10,2.5,1.0,22,-0.78,-0.042,200,-0.74794,-0.03542,200
2,1246,10,2.5,1.0,22,-0.78,-0.042,200,-0.7482,-0.03546,200
2,1247,10,2.5,1.0,22,-0.784,-0.044,200,-0.74848,-0.03551,200
2,1248,10,2.5,1.0,22,-0.784,-0.044,200,-0.74876,-0.03557,200
2,1249,10,2.5,1.0,22,-0.784,-0.044,200,-0.74904,-0.03564,200
2,1250,10,2.5,1.0,22,-0.784,-0.044,200,-0.74932,-0.03571,200
2,1251,10,2.5,1.0,22,-0.78,-0.042,200,-0.7496,-0.03576,200
2,1252,10,2.5,1.0,22,-0.776,-0.04,200,-0.74982,-0.03579,200
2,1253,10,2.5,1.0,22,-0.776,-0.04,200,-0.75004,-0.03581,200
2,1254,10,2.5,1.0,22,-0.776,-0.04,200,-0.75026,-0.03583,200
2,1255,10,2.5,1.0,22,-0.78,-0.042,200,-0.7505,-0.03586,200
2,1256,10,2.5,1.0,22,-0.78,-0.042,200,-0.75074,-0.03589,200
2,1257,10,2.5,1.0,22,-0.78,-0.042,200,-0.75098,-0.03592,200
2,1258,10,2.5,1.0,22,-0.78,-0.042,200,-0.75122,-0.03595,200
2,1259,10,2.5,1.0,22,-0.784,-0.044,200,-0.75148,-0.036,200
2,1260,10,2.5,1.0,22,-0.792,-0.046,200,-0.75178,-0.03607,200
2,1261,10,2.5,1.0,22,-0.792,-0.044,200,-0.75208,-0.03612,200
2,1262,10,2.5,1.0,22,-0.792,-0.046,200,-0.75238,-0.03617,200
2,1263,10,2.5,1.0,22,-0.792,-0.046,200,-0.75268,-0.03622,200
2,1264,10,2.5,1.0,22,-0.792,-0.046,200,-0.75298,-0.03628,200
2,1265,10,2.5,1.0,22,-0.792,-0.046,200,-0.7533,-0.03635,200
2,1266,10,2.5,1.0,22,-0.792,-0.044,200,-0.75364,-0.0364,200
2,1267,10,2.5,1.0,22,-0.792,-0.044,200,-0.75398,-0.03645,200
2,1268,10,2.5,1.0,22,-0.792,-0.042,200,-0.75432,-0.03649,200
2,1269,10,2.5,1.0,22,-0.796,-0.044,200,-0.75468,-0.03654,200
2,1270,10,2.5,1.0,22,-0.796,-0.044,200,-0.75504,-0.03659,200
2,1271,10,2.5,1.0,22,-0.796,-0.044,200,-0.7554,-0.03664,200
2,1272,10,2.5,1.0,22,-0.796,-0.044,200,-0.75576,-0.03669,200
2,1273,10,2.5,1.0,22,-0.796,-0.046,200,-0.7561,-0.03676,200
2,1274,10,2.5,1.0,22,-0.804,-0.048,200,-0.7565,-0.03685,200
2,1275,10,2.5,1.0,22,-0.804,-0.046,200,-0.7569,-0.03693,200
2,1276,10,2.5,1.0,22,-0.804,-0.046,200,-0.75732,-0.03702,200
2,1277,10,2.5,1.0,22,-0.804,-0.046,200,-0.75774,-0.03711,200
2,1278,10,2.5,1.0,22,-0.804,-0.044,200,-0.75816,-0.03719,200
2,1279,10,2.5,1.0,22,-0.804,-0.044,200,-0.75858,-0.03727,200
2,1280,10,2.5,1.0,22,-0.804,-0.044,200,-0.75902,-0.03734,200
2,1281,10,2.5,1.0,22,-0.804,-0.044,200,-0.75942,-0.0374,200
2,1282,10,2.5,1.0,22,-0.804,-0.044,200,-0.75984,-0.03747,200
2,1283,10,2.5,1.0,22,-0.804,-0.044,200,-0.76026,-0.03754,200
2,1284,10,2.5,1.0,22,-0.812,-0.046,200,-0.76072,-0.03762,200
2,1285,10,2.5,1.0,22,-0.812,-0.044,200,-0.76118,-0.03769,200
2,1286,10,2.5,1.0,22,-0.812,-0.044,200,-0.76164,-0.03777,200
2,1287,10,2.5,1.0,22,-0.808,-0.042,200,-0.76208,-0.03783,200
2,1288,10,2.5,1.0,22,-0.808,-0.042,200,-0.76252,-0.03789,200
2,1289,10,2.5,1.0,22,-0.804,-0.044,200,-0.76292,-0.03795,200
2,1290,10,2.5,1.0,22,-0.804,-0.044,200,-0.76332,-0.03802,200
2,1291,10,2.5,1.0,22,-0.808,-0.042,200,-0.76374,-0.03809,200
2,1292,10,2.5,1.0,22,-0.812,-0.044,200,-0.7642,-0.03816,200
2,1293,10,2.5,1.0,22,-0.812,-0.042,200,-0.76464,-0.03821,200
2,1294,10,2.5,1.0,22,-0.812,-0.044,200,-0.76508,-0.03827,200
2,1295,10,2.5,1.0,22,-0.812,-0.044,200,-0.76552,-0.03832,200
2,1296,10,2.5,1.0,22,-0.812,-0.042,200,-0.76598,-0.03835,200
2,1297,10,2.5,1.0,22,-0.812,-0.042,200,-0.7664,-0.03839,200
2,1298,10,2.5,1.0,22,-0.812,-0.042,200,-0.76682,-0.03843,200
2,1299,10,2.5,1.0,22,-0.812,-0.042,200,-0.76724,-0.03847,200
2,1300,10,2.5,1.0,22,-0.812,-0.042,200,-0.76766,-0.03851,200
2,1301,10,2.5,1.0,22,-0.812,-0.04,200,-0.7681,-0.03855,200
2,1302,10,2.5,1.0,22,-0.816,-0.042,200,-0.76856,-0.0386,200
2,1303,10,2.5,1.0,22,-0.816,-0.044,200,-0.76902,-0.03867,200
2,1304,10,2.5,1.0,22,-0.82,-0.046,200,-0.7695,-0.03876,200
2,1305,10,2.5,1.0,22,-0.82,-0.048,200,-0.76998,-0.03886,200
2,1306,10,2.5,1.0,22,-0.82,-0.046,200,-0.77046,-0.03895,200
2,1307,10,2.5,1.0,22,-0.82,-0.046,200,-0.77094,-0.03904,200
2,1308,10,2.5,1.0,22,-0.82,-0.046,200,-0.7714,-0.03914,200
2,1309,10,2.5,1.0,22,-0.82,-0.046,200,-0.77186,-0.03923,200
2,1310,10,2.5,1.0,22,-0.82,-0.048,200,-0.77232,-0.03933,200
2,1311,10,2.5,1.0,22,-0.816,-0.05,200,-0.77276,-0.03944,200
2,1312,10,2.5,1.0,22,-0.816,-0.05,200,-0.7732,-0.03956,200
2,1313,10,2.5,1.0,22,-0.816,-0.048,200,-0.77364,-0.03967,200
2,1314,10,2.5,1.0,22,-0.812,-0.046,200,-0.77404,-0.03978,200
2,1315,10,2.5,1.0,22,-0.812,-0.048,200,-0.77446,-0.03989,200
2,1316,10,2.5,1.0,22,-0.808,-0.046,200,-0.77486,-0.03999,200
2,1317,10,2.5,1.0,22,-0.808,-0.044,200,-0.77522,-0.04007,200
2,1318,10,2.5,1.0,22,-0.808,-0.044,200,-0.77558,-0.04015,200
2,1319,10,2.5,1.0,22,-0.808,-0.044,200,-0.77594,-0.04024,200
2,1320,10,2.5,1.0,22,-0.808,-0.042,200,-0.7763,-0.04032,200
2,1321,10,2.5,1.0,22,-0.808,-0.042,200,-0.77666,-0.0404,200
2,1322,10,2.5,1.0,22,-0.808,-0.042,200,-0.77702,-0.04048,200
2,1323,10,2.5,1.0,22,-0.808,-0.042,200,-0.77738,-0.04056,200
2,1324,10,2.5,1.0,22,-0.808,-0.042,200,-0.77774,-0.04064,200
2,1325,10,2.5,1.0,22,-0.816,-0.044,200,-0.77814,-0.04072,200
2,1326,10,2.5,1.0,22,-0.816,-0.044,200,-0.77856,-0.04079,200
2,1327,10,2.5,1.0,22,-0.816,-0.044,200,-0.77898,-0.04086,200
2,1328,10,2.5,1.0,22,-0.816,-0.044,200,-0.7794,-0.04094,200
2,1329,10,2.5,1.0,22,-0.816,-0.044,200,-0.77982,-0.04102,200
2,1330,10,2.5,1.0,22,-0.812,-0.042,200,-0.78018,-0.04108,200
2,1331,10,2.5,1.0,22,-0.812,-0.044,200,-0.78054,-0.04114,200
2,1332,10,2.5,1.0,22,-0.812,-0.044,200,-0.78086,-0.04119,200
2,1333,10,2.5,1.0,22,-0.812,-0.044,200,-0.78118,-0.04124,200
2,1334,10,2.5,1.0,22,-0.816,-0.042,200,-0.78152,-0.04129,200
2,1335,10,2.5,1.0,22,-0.816,-0.042,200,-0.78186,-0.04134,200
2,1336,10,2.5,1.0,22,-0.816,-0.042,200,-0.78218,-0.0414,200
2,1337,10,2.5,1.0,22,-0.816,-0.042,200,-0.7825,-0.04146,200
2,1338,10,2.5,1.0,22,-0.82,-0.044,200,-0.78284,-0.04152,200
2,1339,10,2.5,1.0,22,-0.82,-0.042,200,-0.78318,-0.04156,200
2,1340,10,2.5,1.0,22,-0.824,-0.04,200,-0.78354,-0.0416,200
2,1341,10,2.5,1.0,22,-0.824,-0.04,200,-0.78388,-0.04165,200
2,1342,10,2.5,1.0,22,-0.828,-0.038,200,-0.78424,-0.04169,200
2,1343,10,2.5,1.0,22,-0.828,-0.038,200,-0.7846,-0.04173,200
2,1344,10,2.5,1.0,22,-0.832,-0.04,200,-0.78498,-0.04177,200
2,1345,10,2.5,1.0,22,-0.832,-0.04,200,-0.78536,-0.04181,200
2,1346,10,2.5,1.0,22,-0.832,-0.04,200,-0.78574,-0.04186,200
2,1347,10,2.5,1.0,22,-0.832,-0.04,200,-0.78614,-0.04192,200
2,1348,10,2.5,1.0,22,-0.832,-0.04,200,-0.78652,-0.04199,200
2,1349,10,2.5,1.0,22,-0.832,-0.042,200,-0.7869,-0.04207,200
2,1350,10,2.5,1.0,22,-0.832,-0.042,200,-0.78726,-0.04216,200
2,1351,10,2.5,1.0,22,-0.832,-0.042,200,-0.78762,-0.04225,200
2,1352,10,2.5,1.0,22,-0.832,-0.04,200,-0.78798,-0.04233,200
2,1353,10,2.5,1.0,22,-0.832,-0.038,200,-0.78836,-0.04239,200
2,1354,10,2.5,1.0,22,-0.832,-0.038,200,-0.78874,-0.04245,200
2,1355,10,2.5,1.0,22,-0.832,-0.038,200,-0.78912,-0.04251,200
2,1356,10,2.5,1.0,22,-0.836,-0.04,200,-0.78952,-0.04257,200
2,1357,10,2.5,1.0,22,-0.832,-0.042,200,-0.7899,-0.04264,200
2,1358,10,2.5,1.0,22,-0.832,-0.042,200,-0.79028,-0.04271,200
2,1359,10,2.5,1.0,22,-0.832,-0.042,200,-0.79066,-0.04278,200
2,1360,10,2.5,1.0,22,-0.832,-0.042,200,-0.79102,-0.04286,200
2,1361,10,2.5,1.0,22,-0.832,-0.042,200,-0.79138,-0.04294,200
2,1362,10,2.5,1.0,22,-0.832,-0.042,200,-0.79174,-0.04303,200
2,1363,10,2.5,1.0,22,-0.832,-0.042,200,-0.7921,-0.04311,200
2,1364,10,2.5,1.0,22,-0.832,-0.042,200,-0.79246,-0.04319,200
2,1365,10,2.5,1.0,22,-0.832,-0.042,200,-0.79282,-0.04326,200
2,1366,10,2.5,1.0,22,-0.832,-0.04,200,-0.79318,-0.04332,200
2,1367,10,2.5,1.0,22,-0.832,-0.04,200,-0.79354,-0.04338,200
2,1368,10,2.5,1.0,22,-0.832,-0.04,200,-0.7939,-0.04345,200
2,1369,10,2.5,1.0,22,-0.832,-0.04,200,-0.79426,-0.04351,200
2,1370,10,2.5,1.0,22,-0.84,-0.042,200,-0.79466,-0.04358,200
2,1371,10,2.5,1.0,22,-0.84,-0.042,200,-0.79506,-0.04365,200
2,1372,10,2.5,1.0,22,-0.84,-0.04,200,-0.79546,-0.04371,200
2,1373,10,2.5,1.0,22,-0.84,-0.04,200,-0.79586,-0.04377,200
2,1374,10,2.5,1.0,22,-0.84,-0.038,200,-0.79626,-0.04381,200
2,1375,10,2.5,1.0,22,-0.84,-0.038,200,-0.79664,-0.04384,200
2,1376,10,2.5,1.0,22,-0.84,-0.038,200,-0.79702,-0.04387,200
2,1377,10,2.5,1.0,22,-0.84,-0.036,200,-0.7974,-0.04389,200
2,1378,10,2.5,1.0,22,-0.84,-0.036,200,-0.79778,-0.0439,200
2,1379,10,2.5,1.0,22,-0.848,-0.038,200,-0.7982,-0.04392,200
2,1380,10,2.5,1.0,22,-0.848,-0.038,200,-0.79862,-0.04394,200
2,1381,10,2.5,1.0,22,-0.848,-0.038,200,-0.79904,-0.04396,200
2,1382,10,2.5,1.0,22,-0.852,-0.04,200,-0.79948,-0.04398,200
2,1383,10,2.5,1.0,22,-0.852,-0.038,200,-0.79992,-0.04398,200
2,1384,10,2.5,1.0,22,-0.852,-0.038,200,-0.80036,-0.04397,200
2,1385,10,2.5,1.0,22,-0.852,-0.038,200,-0.8008,-0.04396,200
2,1386,10,2.5,1.0,22,-0.856,-0.036,200,-0.80126,-0.04393,200
2,1387,10,2.5,1.0,22,-0.856,-0.034,200,-0.80174,-0.04388,200
2,1388,10,2.5,1.0,22,-0.856,-0.032,200,-0.80222,-0.04382,200
2,1389,10,2.5,1.0,22,-0.856,-0.034,200,-0.8027,-0.04376,200
2,1390,10,2.5,1.0,22,-0.856,-0.032,200,-0.80316,-0.0437,200
2,1391,10,2.5,1.0,22,-0.856,-0.032,200,-0.80364,-0.04363,200
2,1392,10,2.5,1.0,22,-0.852,-0.03,200,-0.8041,-0.04356,200
2,1393,10,2.5,1.0,22,-0.848,-0.028,200,-0.80452,-0.04349,200
2,1394,10,2.5,1.0,22,-0.844,-0.026,200,-0.80492,-0.0434,200
2,1395,10,2.5,1.0,22,-0.84,-0.028,200,-0.8053,-0.04331,200
2,1396,10,2.5,1.0,22,-0.848,-0.03,200,-0.80572,-0.04323,200
2,1397,10,2.5,1.0,22,-0.848,-0.03,200,-0.80614,-0.04315,200
2,1398,10,2.5,1.0,22,-0.848,-0.032,200,-0.80656,-0.04308,200
2,1399,10,2.5,1.0,22,-0.848,-0.032,200,-0.80698,-0.043,200
2,1400,10,2.5,1.0,22,-0.848,-0.034,200,-0.8074,-0.04294,200
2,1401,10,2.5,1.0,22,-0.848,-0.034,200,-0.80782,-0.04288,200
2,1402,10,2.5,1.0,22,-0.848,-0.034,200,-0.80824,-0.04282,200
2,1403,10,2.5,1.0,22,-0.848,-0.034,200,-0.80866,-0.04275,200
2,1404,10,2.5,1.0,22,-0.848,-0.034,200,-0.8091,-0.04267,200
2,1405,10,2.5,1.0,22,-0.848,-0.034,200,-0.80954,-0.04259,200
2,1406,10,2.5,1.0,22,-0.848,-0.034,200,-0.80998,-0.0425,200
2,1407,10,2.5,1.0,22,-0.848,-0.034,200,-0.81044,-0.04242,200
2,1408,10,2.5,1.0,22,-0.848,-0.036,200,-0.8109,-0.04235,200
2,1409,10,2.5,1.0,22,-0.848,-0.036,200,-0.81136,-0.04228,200
2,1410,10,2.5,1.0,22,-0.848,-0.036,200,-0.81182,-0.04222,200
2,1411,10,2.5,1.0,22,-0.848,-0.038,200,-0.81228,-0.04217,200
2,1412,10,2.5,1.0,22,-0.848,-0.038,200,-0.81274,-0.04213,200
2,1413,10,2.5,1.0,22,-0.848,-0.04,200,-0.8132,-0.04211,200
2,1414,10,2.5,1.0,22,-0.852,-0.038,200,-0.81366,-0.04209,200
2,1415,10,2.5,1.0,22,-0.852,-0.038,200,-0.81412,-0.04206,200
2,1416,10,2.5,1.0,22,-0.852,-0.038,200,-0.81458,-0.04202,200
2,1417,10,2.5,1.0,22,-0.852,-0.04,200,-0.81504,-0.04199,200
2,1418,10,2.5,1.0,22,-0.852,-0.038,200,-0.8155,-0.04195,200
2,1419,10,2.5,1.0,22,-0.852,-0.04,200,-0.81594,-0.04191,200
2,1420,10,2.5,1.0,22,-0.856,-0.038,200,-0.8164,-0.04185,200
2,1421,10,2.5,1.0,22,-0.856,-0.038,200,-0.81686,-0.04178,200
2,1422,10,2.5,1.0,22,-0.856,-0.038,200,-0.81732,-0.04171,200
2,1423,10,2.5,1.0,22,-0.856,-0.04,200,-0.81778,-0.04166,200
2,1424,10,2.5,1.0,22,-0.856,-0.04,200,-0.81824,-0.04162,200
2,1425,10,2.5,1.0,22,-0.856,-0.038,200,-0.81868,-0.04156,200
2,1426,10,2.5,1.0,22,-0.852,-0.036,200,-0.8191,-0.04148,200
2,1427,10,2.5,1.0,22,-0.852,-0.036,200,-0.81946,-0.04141,200
2,1428,10,2.5,1.0,22,-0.852,-0.036,200,-0.81984,-0.04135,200
2,1429,10,2.5,1.0,22,-0.852,-0.036,200,-0.82022,-0.04128,200
2,1430,10,2.5,1.0,22,-0.852,-0.036,200,-0.82056,-0.0412,200
2,1431,10,2.5,1.0,22,-0.852,-0.036,200,-0.8209,-0.04112,200
2,1432,10,2.5,1.0,22,-0.852,-0.036,200,-0.82122,-0.04105,200
2,1433,10,2.5,1.0,22,-0.86,-0.038,200,-0.8216,-0.041,200
2,1434,10,2.5,1.0,22,-0.86,-0.038,200,-0.82198,-0.04095,200
2,1435,10,2.5,1.0,22,-0.86,-0.038,200,-0.82236,-0.0409,200
2,1436,10,2.5,1.0,22,-0.86,-0.038,200,-0.82274,-0.04085,200
2,1437,10,2.5,1.0,22,-0.856,-0.04,200,-0.8231,-0.04081,200
2,1438,10,2.5,1.0,22,-0.856,-0.04,200,-0.82346,-0.04077,200
2,1439,10,2.5,1.0,22,-0.856,-0.04,200,-0.82382,-0.04074,200
2,1440,10,2.5,1.0,22,-0.86,-0.042,200,-0.8242,-0.04072,200
2,1441,10,2.5,1.0,22,-0.86,-0.04,200,-0.82458,-0.04069,200
2,1442,10,2.5,1.0,22,-0.86,-0.04,200,-0.82496,-0.04066,200
2,1443,10,2.5,1.0,22,-0.86,-0.04,200,-0.82534,-0.04064,200
2,1444,10,2.5,1.0,22,-0.86,-0.04,200,-0.82574,-0.04063,200
2,1445,10,2.5,1.0,22,-0.868,-0.042,200,-0.82618,-0.04063,200
2,1446,10,2.5,1.0,22,-0.868,-0.042,200,-0.82662,-0.04063,200
2,1447,10,2.5,1.0,22,-0.868,-0.044,200,-0.82704,-0.04063,200
2,1448,10,2.5,1.0,22,-0.868,-0.044,200,-0.82746,-0.04063,200
2,1449,10,2.5,1.0,22,-0.868,-0.046,200,-0.82788,-0.04064,200
2,1450,10,2.5,1.0,22,-0.868,-0.048,200,-0.8283,-0.04066,200
2,1451,10,2.5,1.0,22,-0.868,-0.048,200,-0.82874,-0.04069,200
2,1452,10,2.5,1.0,22,-0.86,-0.046,200,-0.82916,-0.04072,200
2,1453,10,2.5,1.0,22,-0.86,-0.046,200,-0.82958,-0.04075,200
2,1454,10,2.5,1.0,22,-0.86,-0.044,200,-0.83,-0.04077,200
2,1455,10,2.5,1.0,22,-0.86,-0.044,200,-0.8304,-0.04078,200
2,1456,10,2.5,1.0,22,-0.86,-0.044,200,-0.8308,-0.04079,200
2,1457,10,2.5,1.0,22,-0.86,-0.044,200,-0.8312,-0.0408,200
2,1458,10,2.5,1.0,22,-0.864,-0.046,200,-0.83162,-0.04082,200
2,1459,10,2.5,1.0,22,-0.864,-0.046,200,-0.83202,-0.04083,200
2,1460,10,2.5,1.0,22,-0.872,-0.044,200,-0.83242,-0.04082,200
2,1461,10,2.5,1.0,22,-0.872,-0.044,200,-0.83282,-0.04082,200
2,1462,10,2.5,1.0,22,-0.872,-0.044,200,-0.83322,-0.04081,200
2,1463,10,2.5,1.0,22,-0.876,-0.042,200,-0.83364,-0.04079,200
2,1464,10,2.5,1.0,22,-0.884,-0.04,200,-0.8341,-0.04076,200
2,1465,10,2.5,1.0,22,-0.884,-0.038,200,-0.83456,-0.04072,200
2,1466,10,2.5,1.0,22,-0.884,-0.038,200,-0.83502,-0.04069,200
2,1467,10,2.5,1.0,22,-0.884,-0.036,200,-0.83548,-0.04065,200
2,1468,10,2.5,1.0,22,-0.884,-0.036,200,-0.83594,-0.04062,200
2,1469,10,2.5,1.0,22,-0.884,-0.038,200,-0.83638,-0.04059,200
2,1470,10,2.5,1.0,22,-0.884,-0.04,200,-0.83682,-0.04057,200
2,1471,10,2.5,1.0,22,-0.884,-0.038,200,-0.83726,-0.04054,200
2,1472,10,2.5,1.0,22,-0.884,-0.038,200,-0.8377,-0.04051,200
2,1473,10,2.5,1.0,22,-0.884,-0.038,200,-0.83814,-0.04047,200
2,1474,10,2.5,1.0,22,-0.884,-0.038,200,-0.83854,-0.04042,200
2,1475,10,2.5,1.0,22,-0.884,-0.038,200,-0.83894,-0.04038,200
2,1476,10,2.5,1.0,22,-0.884,-0.038,200,-0.83934,-0.04034,200
2,1477,10,2.5,1.0,22,-0.888,-0.036,200,-0.83976,-0.04029,200
2,1478,10,2.5,1.0,22,-0.888,-0.036,200,-0.84018,-0.04025,200
2,1479,10,2.5,1.0,22,-0.888,-0.038,200,-0.8406,-0.04022,200
2,1480,10,2.5,1.0,22,-0.888,-0.036,200,-0.84102,-0.04018,200
2,1481,10,2.5,1.0,22,-0.888,-0.036,200,-0.84144,-0.04014,200
2,1482,10,2.5,1.0,22,-0.888,-0.036,200,-0.84186,-0.0401,200
2,1483,10,2.5,1.0,22,-0.888,-0.034,200,-0.84228,-0.04005,200
2,1484,10,2.5,1.0,22,-0.888,-0.034,200,-0.84266,-0.03999,200
2,1485,10,2.5,1.0,22,-0.888,-0.034,200,-0.84304,-0.03994,200
