run,step,side,T,J,seed,e_per_spin,m_per_spin,e_cum_avg,m_cum_avg,samples
4,58,10,4.5,1.0,44,-0.16,-0.064,-0.122275862069,-0.0525862068966,58
4,59,10,4.5,1.0,44,-0.156,-0.062,-0.122847457627,-0.0527457627119,59
4,60,10,4.5,1.0,44,-0.156,-0.062,-0.1234,-0.0529,60
4,61,10,4.5,1.0,44,-0.156,-0.062,-0.12393442623,-0.0530491803279,61
4,62,10,4.5,1.0,44,-0.156,-0.06,-0.124451612903,-0.0531612903226,62
4,63,10,4.5,1.0,44,-0.156,-0.058,-0.124952380952,-0.0532380952381,63
4,64,10,4.5,1.0,44,-0.164,-0.06,-0.1255625,-0.05334375,64
4,65,10,4.5,1.0,44,-0.16,-0.062,-0.126092307692,-0.0534769230769,65
4,66,10,4.5,1.0,44,-0.16,-0.06,-0.126606060606,-0.0535757575758,66
4,67,10,4.5,1.0,44,-0.16,-0.06,-0.127104477612,-0.053671641791,67
4,68,10,4.5,1.0,44,-0.16,-0.06,-0.127588235294,-0.0537647058824,68
4,69,10,4.5,1.0,44,-0.156,-0.062,-0.128,-0.053884057971,69
4,70,10,4.5,1.0,44,-0.156,-0.06,-0.1284,-0.0539714285714,70
4,71,10,4.5,1.0,44,-0.16,-0.062,-0.128845070423,-0.0540845070423,71
4,72,10,4.5,1.0,44,-0.16,-0.06,-0.129277777778,-0.0541666666667,72
4,73,10,4.5,1.0,44,-0.156,-0.058,-0.129643835616,-0.0542191780822,73
4,74,10,4.5,1.0,44,-0.164,-0.06,-0.130108108108,-0.0542972972973,74
4,75,10,4.5,1.0,44,-0.16,-0.062,-0.130506666667,-0.0544,75
4,76,10,4.5,1.0,44,-0.16,-0.062,-0.130894736842,-0.0545,76
4,77,10,4.5,1.0,44,-0.16,-0.062,-0.131272727273,-0.0545974025974,77
4,78,10,4.5,1.0,44,-0.16,-0.062,-0.131641025641,-0.0546923076923,78
4,79,10,4.5,1.0,44,-0.16,-0.062,-0.132,-0.0547848101266,79
4,80,10,4.5,1.0,44,-0.164,-0.064,-0.1324,-0.0549,80
4,81,10,4.5,1.0,44,-0.164,-0.064,-0.132790123457,-0.055012345679,81
4,82,10,4.5,1.0,44,-0.168,-0.062,-0.133219512195,-0.0550975609756,82
4,83,10,4.5,1.0,44,-0.168,-0.06,-0.133638554217,-0.055156626506,83
4,84,10,4.5,1.0,44,-0.168,-0.058,-0.134047619048,-0.0551904761905,84
4,85,10,4.5,1.0,44,-0.168,-0.06,-0.134447058824,-0.0552470588235,85
4,86,10,4.5,1.0,44,-0.168,-0.06,-0.134837209302,-0.0553023255814,86
4,87,10,4.5,1.0,44,-0.168,-0.06,-0.135218390805,-0.0553563218391,87
4,88,10,4.5,1.0,44,-0.172,-0.062,-0.135636363636,-0.0554318181818,88
4,89,10,4.5,1.0,44,-0.172,-0.062,-0.13604494382,-0.0555056179775,89
4,90,10,4.5,1.0,44,-0.18,-0.064,-0.136533333333,-0.0556,90
4,91,10,4.5,1.0,44,-0.176,-0.066,-0.136967032967,-0.0557142857143,91
4,92,10,4.5,1.0,44,-0.176,-0.066,-0.137391304348,-0.0558260869565,92
4,93,10,4.5,1.0,44,-0.176,-0.066,-0.137806451613,-0.055935483871,93
4,94,10,4.5,1.0,44,-0.188,-0.068,-0.138340425532,-0.0560638297872,94
4,95,10,4.5,1.0,44,-0.188,-0.068,-0.138863157895,-0.0561894736842,95
4,96,10,4.5,1.0,44,-0.188,-0.07,-0.139375,-0.0563333333333,96
4,97,10,4.5,1.0,44,-0.188,-0.07,-0.13987628866,-0.0564742268041,97
4,98,10,4.5,1.0,44,-0.188,-0.072,-0.140367346939,-0.0566326530612,98
4,99,10,4.5,1.0,44,-0.192,-0.074,-0.140888888889,-0.0568080808081,99
4,100,10,4.5,1.0,44,-0.188,-0.076,-0.14136,-0.057,100
4,101,10,4.5,1.0,44,-0.192,-0.078,-0.141861386139,-0.0572079207921,101
4,102,10,4.5,1.0,44,-0.192,-0.076,-0.142352941176,-0.0573921568627,102
4,103,10,4.5,1.0,44,-0.196,-0.074,-0.142873786408,-0.0575533980583,103
4,104,10,4.5,1.0,44,-0.196,-0.076,-0.143384615385,-0.0577307692308,104
4,105,10,4.5,1.0,44,-0.196,-0.074,-0.143885714286,-0.0578857142857,105
4,106,10,4.5,1.0,44,-0.196,-0.076,-0.144377358491,-0.0580566037736,106
4,107,10,4.5,1.0,44,-0.2,-0.078,-0.144897196262,-0.0582429906542,107
4,108,10,4.5,1.0,44,-0.2,-0.08,-0.145407407407,-0.0584444444444,108
4,109,10,4.5,1.0,44,-0.196,-0.082,-0.145871559633,-0.0586605504587,109
4,110,10,4.5,1.0,44,-0.196,-0.082,-0.146327272727,-0.0588727272727,110
4,111,10,4.5,1.0,44,-0.192,-0.08,-0.146738738739,-0.0590630630631,111
4,112,10,4.5,1.0,44,-0.192,-0.078,-0.147142857143,-0.0592321428571,112
4,113,10,4.5,1.0,44,-0.192,-0.078,-0.147539823009,-0.0593982300885,113
4,114,10,4.5,1.0,44,-0.192,-0.076,-0.147929824561,-0.0595438596491,114
4,115,10,4.5,1.0,44,-0.192,-0.074,-0.148313043478,-0.0596695652174,115
4,116,10,4.5,1.0,44,-0.192,-0.072,-0.148689655172,-0.059775862069,116
4,117,10,4.5,1.0,44,-0.192,-0.072,-0.14905982906,-0.0598803418803,117
4,118,10,4.5,1.0,44,-0.196,-0.074,-0.149457627119,-0.06,118
4,119,10,4.5,1.0,44,-0.196,-0.074,-0.149848739496,-0.0601176470588,119
4,120,10,4.5,1.0,44,-0.2,-0.076,-0.150266666667,-0.06025,120
4,121,10,4.5,1.0,44,-0.2,-0.076,-0.15067768595,-0.0603801652893,121
4,122,10,4.5,1.0,44,-0.2,-0.076,-0.151081967213,-0.0605081967213,122
4,123,10,4.5,1.0,44,-0.2,-0.078,-0.151479674797,-0.0606504065041,123
4,124,10,4.5,1.0,44,-0.2,-0.078,-0.151870967742,-0.0607903225806,124
4,125,10,4.5,1.0,44,-0.204,-0.08,-0.152288,-0.060944,125
4,126,10,4.5,1.0,44,-0.204,-0.08,-0.152698412698,-0.0610952380952,126
4,127,10,4.5,1.0,44,-0.204,-0.08,-0.153102362205,-0.0612440944882,127
4,128,10,4.5,1.0,44,-0.212,-0.078,-0.1535625,-0.061375,128
4,129,10,4.5,1.0,44,-0.208,-0.076,-0.153984496124,-0.061488372093,129
4,130,10,4.5,1.0,44,-0.208,-0.076,-0.1544,-0.0616,130
4,131,10,4.5,1.0,44,-0.208,-0.076,-0.154809160305,-0.0617099236641,131
4,132,10,4.5,1.0,44,-0.208,-0.074,-0.155212121212,-0.061803030303,132
4,133,10,4.5,1.0,44,-0.212,-0.076,-0.155639097744,-0.0619097744361,133
4,134,10,4.5,1.0,44,-0.216,-0.078,-0.156089552239,-0.0620298507463,134
4,135,10,4.5,1.0,44,-0.22,-0.08,-0.156562962963,-0.062162962963,135
4,136,10,4.5,1.0,44,-0.22,-0.078,-0.157029411765,-0.0622794117647,136
4,137,10,4.5,1.0,44,-0.22,-0.078,-0.157489051095,-0.0623941605839,137
4,138,10,4.5,1.0,44,-0.228,-0.08,-0.158,-0.0625217391304,138
4,139,10,4.5,1.0,44,-0.232,-0.082,-0.158532374101,-0.0626618705036,139
4,140,10,4.5,1.0,44,-0.236,-0.084,-0.159085714286,-0.0628142857143,140
4,141,10,4.5,1.0,44,-0.24,-0.086,-0.159659574468,-0.0629787234043,141
4,142,10,4.5,1.0,44,-0.24,-0.084,-0.160225352113,-0.0631267605634,142
4,143,10,4.5,1.0,44,-0.24,-0.084,-0.160783216783,-0.0632727272727,143
4,144,10,4.5,1.0,44,-0.244,-0.086,-0.161361111111,-0.0634305555556,144
4,145,10,4.5,1.0,44,-0.244,-0.088,-0.161931034483,-0.0636,145
4,146,10,4.5,1.0,44,-0.244,-0.086,-0.162493150685,-0.0637534246575,146
4,147,10,4.5,1.0,44,-0.252,-0.084,-0.163102040816,-0.0638911564626,147
4,148,10,4.5,1.0,44,-0.26,-0.086,-0.163756756757,-0.0640405405405,148
4,149,10,4.5,1.0,44,-0.264,-0.088,-0.164429530201,-0.0642013422819,149
4,150,10,4.5,1.0,44,-0.268,-0.086,-0.16512,-0.0643466666667,150
4,151,10,4.5,1.0,44,-0.272,-0.084,-0.16582781457,-0.0644768211921,151
4,152,10,4.5,1.0,44,-0.276,-0.082,-0.166552631579,-0.0645921052632,152
4,153,10,4.5,1.0,44,-0.284,-0.084,-0.167320261438,-0.0647189542484,153
4,154,10,4.5,1.0,44,-0.284,-0.086,-0.168077922078,-0.0648571428571,154
4,155,10,4.5,1.0,44,-0.284,-0.086,-0.168825806452,-0.0649935483871,155
4,156,10,4.5,1.0,44,-0.284,-0.086,-0.169564102564,-0.0651282051282,156
4,157,10,4.5,1.0,44,-0.28,-0.088,-0.170267515924,-0.0652738853503,157
4,158,10,4.5,1.0,44,-0.28,-0.086,-0.170962025316,-0.0654050632911,158
4,159,10,4.5,1.0,44,-0.284,-0.088,-0.171672955975,-0.0655471698113,159
4,160,10,4.5,1.0,44,-0.288,-0.086,-0.1724,-0.065675,160
4,161,10,4.5,1.0,44,-0.288,-0.086,-0.173118012422,-0.065801242236,161
4,162,10,4.5,1.0,44,-0.288,-0.086,-0.173827160494,-0.0659259259259,162
4,163,10,4.5,1.0,44,-0.292,-0.084,-0.174552147239,-0.066036809816,163
4,164,10,4.5,1.0,44,-0.296,-0.082,-0.175292682927,-0.0661341463415,164
4,165,10,4.5,1.0,44,-0.296,-0.082,-0.176024242424,-0.0662303030303,165
4,166,10,4.5,1.0,44,-0.296,-0.084,-0.176746987952,-0.0663373493976,166
4,167,10,4.5,1.0,44,-0.292,-0.086,-0.177437125749,-0.0664550898204,167
4,168,10,4.5,1.0,44,-0.3,-0.088,-0.178166666667,-0.0665833333333,168
4,169,10,4.5,1.0,44,-0.3,-0.088,-0.178887573964,-0.0667100591716,169
4,170,10,4.5,1.0,44,-0.304,-0.086,-0.179623529412,-0.0668235294118,170
4,171,10,4.5,1.0,44,-0.308,-0.088,-0.180374269006,-0.0669473684211,171
4,172,10,4.5,1.0,44,-0.308,-0.09,-0.18111627907,-0.0670813953488,172
4,173,10,4.5,1.0,44,-0.308,-0.092,-0.181849710983,-0.067225433526,173
4,174,10,4.5,1.0,44,-0.308,-0.092,-0.182574712644,-0.067367816092,174
4,175,10,4.5,1.0,44,-0.308,-0.094,-0.183291428571,-0.06752,175
4,176,10,4.5,1.0,44,-0.316,-0.096,-0.184045454545,-0.0676818181818,176
4,177,10,4.5,1.0,44,-0.32,-0.098,-0.184813559322,-0.0678531073446,177
4,178,10,4.5,1.0,44,-0.32,-0.1,-0.185573033708,-0.0680337078652,178
4,179,10,4.5,1.0,44,-0.324,-0.102,-0.186346368715,-0.0682234636872,179
4,180,10,4.5,1.0,44,-0.32,-0.104,-0.187088888889,-0.0684222222222,180
4,181,10,4.5,1.0,44,-0.32,-0.102,-0.18782320442,-0.0686077348066,181
4,182,10,4.5,1.0,44,-0.32,-0.102,-0.188549450549,-0.0687912087912,182
4,183,10,4.5,1.0,44,-0.32,-0.104,-0.189267759563,-0.0689836065574,183
4,184,10,4.5,1.0,44,-0.32,-0.106,-0.18997826087,-0.0691847826087,184
4,185,10,4.5,1.0,44,-0.316,-0.104,-0.190659459459,-0.069372972973,185
4,186,10,4.5,1.0,44,-0.316,-0.106,-0.191333333333,-0.0695698924731,186
4,187,10,4.5,1.0,44,-0.324,-0.108,-0.192042780749,-0.0697754010695,187
4,188,10,4.5,1.0,44,-0.328,-0.106,-0.192765957447,-0.0699680851064,188
4,189,10,4.5,1.0,44,-0.332,-0.104,-0.193502645503,-0.0701481481481,189
4,190,10,4.5,1.0,44,-0.336,-0.102,-0.194252631579,-0.0703157894737,190
4,191,10,4.5,1.0,44,-0.34,-0.1,-0.195015706806,-0.0704712041885,191
4,192,10,4.5,1.0,44,-0.336,-0.098,-0.19575,-0.0706145833333,192
4,193,10,4.5,1.0,44,-0.336,-0.098,-0.196476683938,-0.0707564766839,193
4,194,10,4.5,1.0,44,-0.336,-0.098,-0.197195876289,-0.0708969072165,194
4,195,10,4.5,1.0,44,-0.332,-0.096,-0.197887179487,-0.0710256410256,195
4,196,10,4.5,1.0,44,-0.332,-0.096,-0.198571428571,-0.0711530612245,196
4,197,10,4.5,1.0,44,-0.336,-0.098,-0.199269035533,-0.0712893401015,197
4,198,10,4.5,1.0,44,-0.336,-0.1,-0.19995959596,-0.0714343434343,198
4,199,10,4.5,1.0,44,-0.336,-0.1,-0.20064321608,-0.0715778894472,199
4,200,10,4.5,1.0,44,-0.336,-0.1,-0.20132,-0.07172,200
4,201,10,4.5,1.0,44,-0.336,-0.102,-0.201990049751,-0.0718706467662,201
4,202,10,4.5,1.0,44,-0.34,-0.1,-0.202673267327,-0.0720099009901,202
4,203,10,4.5,1.0,44,-0.34,-0.098,-0.203349753695,-0.0721379310345,203
4,204,10,4.5,1.0,44,-0.34,-0.096,-0.204019607843,-0.0722549019608,204
4,205,10,4.5,1.0,44,-0.352,-0.094,-0.204741463415,-0.0723609756098,205
4,206,10,4.5,1.0,44,-0.352,-0.094,-0.20545631068,-0.0724660194175,206
4,207,10,4.5,1.0,44,-0.352,-0.094,-0.206164251208,-0.0725700483092,207
4,208,10,4.5,1.0,44,-0.352,-0.094,-0.206865384615,-0.0726730769231,208
4,209,10,4.5,1.0,44,-0.352,-0.094,-0.207559808612,-0.0727751196172,209
4,210,10,4.5,1.0,44,-0.348,-0.092,-0.208228571429,-0.0728666666667,210
4,211,10,4.5,1.0,44,-0.348,-0.092,-0.208890995261,-0.0729573459716,211
4,212,10,4.5,1.0,44,-0.352,-0.094,-0.209566037736,-0.0730566037736,212
4,213,10,4.5,1.0,44,-0.348,-0.096,-0.210215962441,-0.0731643192488,213
4,214,10,4.5,1.0,44,-0.348,-0.096,-0.210859813084,-0.0732710280374,214
4,215,10,4.5,1.0,44,-0.348,-0.098,-0.211497674419,-0.0733860465116,215
4,216,10,4.5,1.0,44,-0.348,-0.098,-0.21212962963,-0.0735,216
4,217,10,4.5,1.0,44,-0.352,-0.1,-0.212774193548,-0.0736221198157,217
4,218,10,4.5,1.0,44,-0.352,-0.098,-0.213412844037,-0.0737339449541,218
4,219,10,4.5,1.0,44,-0.356,-0.1,-0.214063926941,-0.0738538812785,219
4,220,10,4.5,1.0,44,-0.356,-0.1,-0.214709090909,-0.0739727272727,220
4,221,10,4.5,1.0,44,-0.36,-0.098,-0.215366515837,-0.0740814479638,221
4,222,10,4.5,1.0,44,-0.364,-0.096,-0.216036036036,-0.0741801801802,222
4,223,10,4.5,1.0,44,-0.364,-0.098,-0.21669955157,-0.0742869955157,223
4,224,10,4.5,1.0,44,-0.372,-0.096,-0.217392857143,-0.0743839285714,224
4,225,10,4.5,1.0,44,-0.376,-0.098,-0.218097777778,-0.0744888888889,225
4,226,10,4.5,1.0,44,-0.38,-0.096,-0.218814159292,-0.0745840707965,226
4,227,10,4.5,1.0,44,-0.384,-0.098,-0.21954185022,-0.0746872246696,227
4,228,10,4.5,1.0,44,-0.388,-0.1,-0.220280701754,-0.074798245614,228
4,229,10,4.5,1.0,44,-0.388,-0.1,-0.221013100437,-0.0749082969432,229
4,230,10,4.5,1.0,44,-0.384,-0.098,-0.22172173913,-0.0750086956522,230
4,231,10,4.5,1.0,44,-0.392,-0.1,-0.222458874459,-0.0751168831169,231
4,232,10,4.5,1.0,44,-0.388,-0.098,-0.223172413793,-0.0752155172414,232
4,233,10,4.5,1.0,44,-0.388,-0.098,-0.223879828326,-0.075313304721,233
4,234,10,4.5,1.0,44,-0.388,-0.098,-0.224581196581,-0.0754102564103,234
4,235,10,4.5,1.0,44,-0.396,-0.1,-0.225310638298,-0.075514893617,235
4,236,10,4.5,1.0,44,-0.396,-0.098,-0.226033898305,-0.0756101694915,236
4,237,10,4.5,1.0,44,-0.396,-0.098,-0.226751054852,-0.0757046413502,237
4,238,10,4.5,1.0,44,-0.4,-0.096,-0.227478991597,-0.0757899159664,238
4,239,10,4.5,1.0,44,-0.4,-0.096,-0.22820083682,-0.0758744769874,239
4,240,10,4.5,1.0,44,-0.404,-0.094,-0.228933333333,-0.07595,240
4,241,10,4.5,1.0,44,-0.404,-0.092,-0.229659751037,-0.0760165975104,241
4,242,10,4.5,1.0,44,-0.404,-0.092,-0.230380165289,-0.0760826446281,242
4,243,10,4.5,1.0,44,-0.416,-0.094,-0.231144032922,-0.0761563786008,243
4,244,10,4.5,1.0,44,-0.416,-0.094,-0.231901639344,-0.0762295081967,244
4,245,10,4.5,1.0,44,-0.416,-0.092,-0.232653061224,-0.076293877551,245
4,246,10,4.5,1.0,44,-0.416,-0.092,-0.233398373984,-0.0763577235772,246
4,247,10,4.5,1.0,44,-0.416,-0.092,-0.234137651822,-0.0764210526316,247
4,248,10,4.5,1.0,44,-0.42,-0.094,-0.234887096774,-0.0764919354839,248
4,249,10,4.5,1.0,44,-0.42,-0.092,-0.235630522088,-0.0765542168675,249
4,250,10,4.5,1.0,44,-0.416,-0.09,-0.236352,-0.076608,250
4,251,10,4.5,1.0,44,-0.412,-0.092,-0.237051792829,-0.0766693227092,251
4,252,10,4.5,1.0,44,-0.412,-0.092,-0.237746031746,-0.0767301587302,252
4,253,10,4.5,1.0,44,-0.408,-0.09,-0.238418972332,-0.0767826086957,253
4,254,10,4.5,1.0,44,-0.408,-0.09,-0.239086614173,-0.0768346456693,254
4,255,10,4.5,1.0,44,-0.408,-0.088,-0.239749019608,-0.0768784313725,255
4,256,10,4.5,1.0,44,-0.408,-0.088,-0.24040625,-0.076921875,256
4,257,10,4.5,1.0,44,-0.408,-0.09,-0.241058365759,-0.0769727626459,257
4,258,10,4.5,1.0,44,-0.408,-0.088,-0.241705426357,-0.077015503876,258
4,259,10,4.5,1.0,44,-0.408,-0.088,-0.242347490347,-0.0770579150579,259
4,260,10,4.5,1.0,44,-0.408,-0.09,-0.242984615385,-0.0771076923077,260
4,261,10,4.5,1.0,44,-0.408,-0.09,-0.243616858238,-0.0771570881226,261
4,262,10,4.5,1.0,44,-0.404,-0.092,-0.244229007634,-0.077213740458,262
4,263,10,4.5,1.0,44,-0.4,-0.094,-0.244821292776,-0.0772775665399,263
4,264,10,4.5,1.0,44,-0.4,-0.094,-0.245409090909,-0.0773409090909,264
4,265,10,4.5,1.0,44,-0.4,-0.096,-0.24599245283,-0.0774113207547,265
4,266,10,4.5,1.0,44,-0.404,-0.094,-0.246586466165,-0.0774736842105,266
4,267,10,4.5,1.0,44,-0.404,-0.094,-0.247176029963,-0.0775355805243,267
4,268,10,4.5,1.0,44,-0.404,-0.094,-0.24776119403,-0.0775970149254,268
4,269,10,4.5,1.0,44,-0.408,-0.096,-0.248356877323,-0.0776654275093,269
4,270,10,4.5,1.0,44,-0.408,-0.096,-0.248948148148,-0.0777333333333,270
4,271,10,4.5,1.0,44,-0.412,-0.098,-0.249549815498,-0.0778081180812,271
4,272,10,4.5,1.0,44,-0.416,-0.096,-0.250161764706,-0.077875,272
4,273,10,4.5,1.0,44,-0.416,-0.098,-0.250769230769,-0.0779487179487,273
4,274,10,4.5,1.0,44,-0.416,-0.098,-0.251372262774,-0.0780218978102,274
4,275,10,4.5,1.0,44,-0.416,-0.1,-0.251970909091,-0.0781018181818,275
4,276,10,4.5,1.0,44,-0.412,-0.098,-0.252550724638,-0.0781739130435,276
4,277,10,4.5,1.0,44,-0.412,-0.098,-0.253126353791,-0.0782454873646,277
4,278,10,4.5,1.0,44,-0.412,-0.096,-0.253697841727,-0.078309352518,278
4,279,10,4.5,1.0,44,-0.412,-0.096,-0.254265232975,-0.0783727598566,279
4,280,10,4.5,1.0,44,-0.412,-0.096,-0.254828571429,-0.0784357142857,280
4,281,10,4.5,1.0,44,-0.412,-0.098,-0.255387900356,-0.0785053380783,281
4,282,10,4.5,1.0,44,-0.42,-0.096,-0.255971631206,-0.0785673758865,282
4,283,10,4.5,1.0,44,-0.416,-0.094,-0.256537102473,-0.0786219081272,283
4,284,10,4.5,1.0,44,-0.416,-0.094,-0.257098591549,-0.078676056338,284
4,285,10,4.5,1.0,44,-0.416,-0.094,-0.257656140351,-0.0787298245614,285
4,286,10,4.5,1.0,44,-0.416,-0.096,-0.25820979021,-0.0787902097902,286
4,287,10,4.5,1.0,44,-0.416,-0.096,-0.258759581882,-0.078850174216,287
4,288,10,4.5,1.0,44,-0.412,-0.098,-0.259291666667,-0.0789166666667,288
4,289,10,4.5,1.0,44,-0.416,-0.1,-0.259833910035,-0.0789896193772,289
4,290,10,4.5,1.0,44,-0.42,-0.102,-0.260386206897,-0.0790689655172,290
4,291,10,4.5,1.0,44,-0.42,-0.104,-0.260934707904,-0.0791546391753,291
4,292,10,4.5,1.0,44,-0.424,-0.106,-0.261493150685,-0.0792465753425,292
4,293,10,4.5,1.0,44,-0.424,-0.106,-0.26204778157,-0.079337883959,293
4,294,10,4.5,1.0,44,-0.424,-0.104,-0.262598639456,-0.0794217687075,294
4,295,10,4.5,1.0,44,-0.424,-0.102,-0.263145762712,-0.0794983050847,295
4,296,10,4.5,1.0,44,-0.424,-0.102,-0.263689189189,-0.0795743243243,296
4,297,10,4.5,1.0,44,-0.424,-0.1,-0.264228956229,-0.0796430976431,297
4,298,10,4.5,1.0,44,-0.42,-0.102,-0.264751677852,-0.0797181208054,298
4,299,10,4.5,1.0,44,-0.428,-0.104,-0.265297658863,-0.0797993311037,299
4,300,10,4.5,1.0,44,-0.436,-0.102,-0.265866666667,-0.0798733333333,300
4,301,10,4.5,1.0,44,-0.436,-0.1,-0.266431893688,-0.0799401993355,301
4,302,10,4.5,1.0,44,-0.436,-0.102,-0.266993377483,-0.0800132450331,302
4,303,10,4.5,1.0,44,-0.436,-0.104,-0.267551155116,-0.0800924092409,303
4,304,10,4.5,1.0,44,-0.428,-0.102,-0.268078947368,-0.0801644736842,304
4,305,10,4.5,1.0,44,-0.428,-0.1,-0.268603278689,-0.0802295081967,305
4,306,10,4.5,1.0,44,-0.428,-0.1,-0.269124183007,-0.0802941176471,306
4,307,10,4.5,1.0,44,-0.428,-0.1,-0.269641693811,-0.0803583061889,307
4,308,10,4.5,1.0,44,-0.428,-0.1,-0.270155844156,-0.0804220779221,308
4,309,10,4.5,1.0,44,-0.428,-0.1,-0.270666666667,-0.0804854368932,309
4,310,10,4.5,1.0,44,-0.428,-0.1,-0.271174193548,-0.0805483870968,310
4,311,10,4.5,1.0,44,-0.428,-0.1,-0.271678456592,-0.0806109324759,311
4,312,10,4.5,1.0,44,-0.428,-0.098,-0.272179487179,-0.0806666666667,312
4,313,10,4.5,1.0,44,-0.424,-0.096,-0.272664536741,-0.0807156549521,313
