run,step,side,T,J,seed,e_per_spin,m_per_spin
4,65,10,4.5,1.0,44,-0.16,-0.062
4,66,10,4.5,1.0,44,-0.16,-0.06
4,67,10,4.5,1.0,44,-0.16,-0.06
4,68,10,4.5,1.0,44,-0.16,-0.06
4,69,10,4.5,1.0,44,-0.156,-0.062
4,70,10,4.5,1.0,44,-0.156,-0.06
4,71,10,4.5,1.0,44,-0.16,-0.062
4,72,10,4.5,1.0,44,-0.16,-0.06
4,73,10,4.5,1.0,44,-0.156,-0.058
4,74,10,4.5,1.0,44,-0.164,-0.06
4,75,10,4.5,1.0,44,-0.16,-0.062
4,76,10,4.5,1.0,44,-0.16,-0.062
4,77,10,4.5,1.0,44,-0.16,-0.062
4,78,10,4.5,1.0,44,-0.16,-0.062
4,79,10,4.5,1.0,44,-0.16,-0.062
4,80,10,4.5,1.0,44,-0.164,-0.064
4,81,10,4.5,1.0,44,-0.164,-0.064
4,82,10,4.5,1.0,44,-0.168,-0.062
4,83,10,4.5,1.0,44,-0.168,-0.06
4,84,10,4.5,1.0,44,-0.168,-0.058
4,85,10,4.5,1.0,44,-0.168,-0.06
4,86,10,4.5,1.0,44,-0.168,-0.06
4,87,10,4.5,1.0,44,-0.168,-0.06
4,88,10,4.5,1.0,44,-0.172,-0.062
4,89,10,4.5,1.0,44,-0.172,-0.062
4,90,10,4.5,1.0,44,-0.18,-0.064
4,91,10,4.5,1.0,44,-0.176,-0.066
4,92,10,4.5,1.0,44,-0.176,-0.066
4,93,10,4.5,1.0,44,-0.176,-0.066
4,94,10,4.5,1.0,44,-0.188,-0.068
4,95,10,4.5,1.0,44,-0.188,-0.068
4,96,10,4.5,1.0,44,-0.188,-0.07
4,97,10,4.5,1.0,44,-0.188,-0.07
4,98,10,4.5,1.0,44,-0.188,-0.072
4,99,10,4.5,1.0,44,-0.192,-0.074
4,100,10,4.5,1.0,44,-0.188,-0.076
4,101,10,4.5,1.0,44,-0.192,-0.078
4,102,10,4.5,1.0,44,-0.192,-0.076
4,103,10,4.5,1.0,44,-0.196,-0.074
4,104,10,4.5,1.0,44,-0.196,-0.076
4,105,10,4.5,1.0,44,-0.196,-0.074
4,106,10,4.5,1.0,44,-0.196,-0.076
4,107,10,4.5,1.0,44,-0.2,-0.078
4,108,10,4.5,1.0,44,-0.2,-0.08
4,109,10,4.5,1.0,44,-0.196,-0.082
4,110,10,4.5,1.0,44,-0.196,-0.082
4,111,10,4.5,1.0,44,-0.192,-0.08
4,112,10,4.5,1.0,44,-0.192,-0.078
4,113,10,4.5,1.0,44,-0.192,-0.078
4,114,10,4.5,1.0,44,-0.192,-0.076
4,115,10,4.5,1.0,44,-0.192,-0.074
4,116,10,4.5,1.0,44,-0.192,-0.072
4,117,10,4.5,1.0,44,-0.192,-0.072
4,118,10,4.5,1.0,44,-0.196,-0.074
4,119,10,4.5,1.0,44,-0.196,-0.074
4,120,10,4.5,1.0,44,-0.2,-0.076
4,121,10,4.5,1.0,44,-0.2,-0.076
4,122,10,4.5,1.0,44,-0.2,-0.076
4,123,10,4.5,1.0,44,-0.2,-0.078
4,124,10,4.5,1.0,44,-0.2,-0.078
4,125,10,4.5,1.0,44,-0.204,-0.08
4,126,10,4.5,1.0,44,-0.204,-0.08
4,127,10,4.5,1.0,44,-0.204,-0.08
4,128,10,4.5,1.0,44,-0.212,-0.078
4,129,10,4.5,1.0,44,-0.208,-0.076
4,130,10,4.5,1.0,44,-0.208,-0.076
4,131,10,4.5,1.0,44,-0.208,-0.076
4,132,10,4.5,1.0,44,-0.208,-0.074
4,133,10,4.5,1.0,44,-0.212,-0.076
4,134,10,4.5,1.0,44,-0.216,-0.078
4,135,10,4.5,1.0,44,-0.22,-0.08
4,136,10,4.5,1.0,44,-0.22,-0.078
4,137,10,4.5,1.0,44,-0.22,-0.078
4,138,10,4.5,1.0,44,-0.228,-0.08
4,139,10,4.5,1.0,44,-0.232,-0.082
4,140,10,4.5,1.0,44,-0.236,-0.084
4,141,10,4.5,1.0,44,-0.24,-0.086
4,142,10,4.5,1.0,44,-0.24,-0.084
4,143,10,4.5,1.0,44,-0.24,-0.084
4,144,10,4.5,1.0,44,-0.244,-0.086
4,145,10,4.5,1.0,44,-0.244,-0.088
4,146,10,4.5,1.0,44,-0.244,-0.086
4,147,10,4.5,1.0,44,-0.252,-0.084
4,148,10,4.5,1.0,44,-0.26,-0.086
4,149,10,4.5,1.0,44,-0.264,-0.088
4,150,10,4.5,1.0,44,-0.268,-0.086
4,151,10,4.5,1.0,44,-0.272,-0.084
4,152,10,4.5,1.0,44,-0.276,-0.082
4,153,10,4.5,1.0,44,-0.284,-0.084
4,154,10,4.5,1.0,44,-0.284,-0.086
4,155,10,4.5,1.0,44,-0.284,-0.086
4,156,10,4.5,1.0,44,-0.284,-0.086
4,157,10,4.5,1.0,44,-0.28,-0.088
4,158,10,4.5,1.0,44,-0.28,-0.086
4,159,10,4.5,1.0,44,-0.284,-0.088
4,160,10,4.5,1.0,44,-0.288,-0.086
4,161,10,4.5,1.0,44,-0.288,-0.086
4,162,10,4.5,1.0,44,-0.288,-0.086
4,163,10,4.5,1.0,44,-0.292,-0.084
4,164,10,4.5,1.0,44,-0.296,-0.082
4,165,10,4.5,1.0,44,-0.296,-0.082
4,166,10,4.5,1.0,44,-0.296,-0.084
4,167,10,4.5,1.0,44,-0.292,-0.086
4,168,10,4.5,1.0,44,-0.3,-0.088
4,169,10,4.5,1.0,44,-0.3,-0.088
4,170,10,4.5,1.0,44,-0.304,-0.086
4,171,10,4.5,1.0,44,-0.308,-0.088
4,172,10,4.5,1.0,44,-0.308,-0.09
4,173,10,4.5,1.0,44,-0.308,-0.092
4,174,10,4.5,1.0,44,-0.308,-0.092
4,175,10,4.5,1.0,44,-0.308,-0.094
4,176,10,4.5,1.0,44,-0.316,-0.096
4,177,10,4.5,1.0,44,-0.32,-0.098
4,178,10,4.5,1.0,44,-0.32,-0.1
4,179,10,4.5,1.0,44,-0.324,-0.102
4,180,10,4.5,1.0,44,-0.32,-0.104
4,181,10,4.5,1.0,44,-0.32,-0.102
4,182,10,4.5,1.0,44,-0.32,-0.102
4,183,10,4.5,1.0,44,-0.32,-0.104
4,184,10,4.5,1.0,44,-0.32,-0.106
4,185,10,4.5,1.0,44,-0.316,-0.104
4,186,10,4.5,1.0,44,-0.316,-0.106
4,187,10,4.5,1.0,44,-0.324,-0.108
4,188,10,4.5,1.0,44,-0.328,-0.106
4,189,10,4.5,1.0,44,-0.332,-0.104
4,190,10,4.5,1.0,44,-0.336,-0.102
4,191,10,4.5,1.0,44,-0.34,-0.1
4,192,10,4.5,1.0,44,-0.336,-0.098
4,193,10,4.5,1.0,44,-0.336,-0.098
4,194,10,4.5,1.0,44,-0.336,-0.098
4,195,10,4.5,1.0,44,-0.332,-0.096
4,196,10,4.5,1.0,44,-0.332,-0.096
4,197,10,4.5,1.0,44,-0.336,-0.098
4,198,10,4.5,1.0,44,-0.336,-0.1
4,199,10,4.5,1.0,44,-0.336,-0.1
4,200,10,4.5,1.0,44,-0.336,-0.1
4,201,10,4.5,1.0,44,-0.336,-0.102
4,202,10,4.5,1.0,44,-0.34,-0.1
4,203,10,4.5,1.0,44,-0.34,-0.098
4,204,10,4.5,1.0,44,-0.34,-0.096
4,205,10,4.5,1.0,44,-0.352,-0.094
4,206,10,4.5,1.0,44,-0.352,-0.094
4,207,10,4.5,1.0,44,-0.352,-0.094
4,208,10,4.5,1.0,44,-0.352,-0.094
4,209,10,4.5,1.0,44,-0.352,-0.094
4,210,10,4.5,1.0,44,-0.348,-0.092
4,211,10,4.5,1.0,44,-0.348,-0.092
4,212,10,4.5,1.0,44,-0.352,-0.094
4,213,10,4.5,1.0,44,-0.348,-0.096
4,214,10,4.5,1.0,44,-0.348,-0.096
4,215,10,4.5,1.0,44,-0.348,-0.098
4,216,10,4.5,1.0,44,-0.348,-0.098
4,217,10,4.5,1.0,44,-0.352,-0.1
4,218,10,4.5,1.0,44,-0.352,-0.098
4,219,10,4.5,1.0,44,-0.356,-0.1
4,220,10,4.5,1.0,44,-0.356,-0.1
4,221,10,4.5,1.0,44,-0.36,-0.098
4,222,10,4.5,1.0,44,-0.364,-0.096
4,223,10,4.5,1.0,44,-0.364,-0.098
4,224,10,4.5,1.0,44,-0.372,-0.096
4,225,10,4.5,1.0,44,-0.376,-0.098
4,226,10,4.5,1.0,44,-0.38,-0.096
4,227,10,4.5,1.0,44,-0.384,-0.098
4,228,10,4.5,1.0,44,-0.388,-0.1
4,229,10,4.5,1.0,44,-0.388,-0.1
4,230,10,4.5,1.0,44,-0.384,-0.098
4,231,10,4.5,1.0,44,-0.392,-0.1
4,232,10,4.5,1.0,44,-0.388,-0.098
4,233,10,4.5,1.0,44,-0.388,-0.098
4,234,10,4.5,1.0,44,-0.388,-0.098
4,235,10,4.5,1.0,44,-0.396,-0.1
4,236,10,4.5,1.0,44,-0.396,-0.098
4,237,10,4.5,1.0,44,-0.396,-0.098
4,238,10,4.5,1.0,44,-0.4,-0.096
4,239,10,4.5,1.0,44,-0.4,-0.096
4,240,10,4.5,1.0,44,-0.404,-0.094
4,241,10,4.5,1.0,44,-0.404,-0.092
4,242,10,4.5,1.0,44,-0.404,-0.092
4,243,10,4.5,1.0,44,-0.416,-0.094
4,244,10,4.5,1.0,44,-0.416,-0.094
4,245,10,4.5,1.0,44,-0.416,-0.092
4,246,10,4.5,1.0,44,-0.416,-0.092
4,247,10,4.5,1.0,44,-0.416,-0.092
4,248,10,4.5,1.0,44,-0.42,-0.094
4,249,10,4.5,1.0,44,-0.42,-0.092
4,250,10,4.5,1.0,44,-0.416,-0.09
4,251,10,4.5,1.0,44,-0.412,-0.092
4,252,10,4.5,1.0,44,-0.412,-0.092
4,253,10,4.5,1.0,44,-0.408,-0.09
4,254,10,4.5,1.0,44,-0.408,-0.09
4,255,10,4.5,1.0,44,-0.408,-0.088
4,256,10,4.5,1.0,44,-0.408,-0.088
4,257,10,4.5,1.0,44,-0.408,-0.09
4,258,10,4.5,1.0,44,-0.408,-0.088
4,259,10,4.5,1.0,44,-0.408,-0.088
4,260,10,4.5,1.0,44,-0.408,-0.09
4,261,10,4.5,1.0,44,-0.408,-0.09
4,262,10,4.5,1.0,44,-0.404,-0.092
4,263,10,4.5,1.0,44,-0.4,-0.094
4,264,10,4.5,1.0,44,-0.4,-0.094
4,265,10,4.5,1.0,44,-0.4,-0.096
4,266,10,4.5,1.0,44,-0.404,-0.094
4,267,10,4.5,1.0,44,-0.404,-0.094
4,268,10,4.5,1.0,44,-0.404,-0.094
4,269,10,4.5,1.0,44,-0.408,-0.096
4,270,10,4.5,1.0,44,-0.408,-0.096
4,271,10,4.5,1.0,44,-0.412,-0.098
4,272,10,4.5,1.0,44,-0.416,-0.096
4,273,10,4.5,1.0,44,-0.416,-0.098
4,274,10,4.5,1.0,44,-0.416,-0.098
4,275,10,4.5,1.0,44,-0.416,-0.1
4,276,10,4.5,1.0,44,-0.412,-0.098
4,277,10,4.5,1.0,44,-0.412,-0.098
4,278,10,4.5,1.0,44,-0.412,-0.096
4,279,10,4.5,1.0,44,-0.412,-0.096
4,280,10,4.5,1.0,44,-0.412,-0.096
4,281,10,4.5,1.0,44,-0.412,-0.098
4,282,10,4.5,1.0,44,-0.42,-0.096
4,283,10,4.5,1.0,44,-0.416,-0.094
4,284,10,4.5,1.0,44,-0.416,-0.094
4,285,10,4.5,1.0,44,-0.416,-0.094
4,286,10,4.5,1.0,44,-0.416,-0.096
4,287,10,4.5,1.0,44,-0.416,-0.096
4,288,10,4.5,1.0,44,-0.412,-0.098
4,289,10,4.5,1.0,44,-0.416,-0.1
4,290,10,4.5,1.0,44,-0.42,-0.102
4,291,10,4.5,1.0,44,-0.42,-0.104
4,292,10,4.5,1.0,44,-0.424,-0.106
4,293,10,4.5,1.0,44,-0.424,-0.106
4,294,10,4.5,1.0,44,-0.424,-0.104
4,295,10,4.5,1.0,44,-0.424,-0.102
4,296,10,4.5,1.0,44,-0.424,-0.102
4,297,10,4.5,1.0,44,-0.424,-0.1
4,298,10,4.5,1.0,44,-0.42,-0.102
4,299,10,4.5,1.0,44,-0.428,-0.104
4,300,10,4.5,1.0,44,-0.436,-0.102
4,301,10,4.5,1.0,44,-0.436,-0.1
4,302,10,4.5,1.0,44,-0.436,-0.102
4,303,10,4.5,1.0,44,-0.436,-0.104
4,304,10,4.5,1.0,44,-0.428,-0.102
4,305,10,4.5,1.0,44,-0.428,-0.1
4,306,10,4.5,1.0,44,-0.428,-0.1
4,307,10,4.5,1.0,44,-0.428,-0.1
4,308,10,4.5,1.0,44,-0.428,-0.1
4,309,10,4.5,1.0,44,-0.428,-0.1
4,310,10,4.5,1.0,44,-0.428,-0.1
4,311,10,4.5,1.0,44,-0.428,-0.1
4,312,10,4.5,1.0,44,-0.428,-0.098
4,313,10,4.5,1.0,44,-0.424,-0.096
4,314,10,4.5,1.0,44,-0.424,-0.094
4,315,10,4.5,1.0,44,-0.428,-0.096
4,316,10,4.5,1.0,44,-0.428,-0.096
4,317,10,4.5,1.0,44,-0.428,-0.096
4,318,10,4.5,1.0,44,-0.432,-0.098
4,319,10,4.5,1.0,44,-0.428,-0.1
4,320,10,4.5,1.0,44,-0.424,-0.098
4,321,10,4.5,1.0,44,-0.424,-0.098
4,322,10,4.5,1.0,44,-0.428,-0.1
4,323,10,4.5,1.0,44,-0.428,-0.1
4,324,10,4.5,1.0,44,-0.428,-0.102
4,325,10,4.5,1.0,44,-0.428,-0.1
4,326,10,4.5,1.0,44,-0.428,-0.1
4,327,10,4.5,1.0,44,-0.428,-0.1
4,328,10,4.5,1.0,44,-0.432,-0.102
4,329,10,4.5,1.0,44,-0.432,-0.102
4,330,10,4.5,1.0,44,-0.436,-0.104
4,331,10,4.5,1.0,44,-0.44,-0.106
4,332,10,4.5,1.0,44,-0.436,-0.108
4,333,10,4.5,1.0,44,-0.436,-0.108
4,334,10,4.5,1.0,44,-0.436,-0.108
4,335,10,4.5,1.0,44,-0.436,-0.108
4,336,10,4.5,1.0,44,-0.444,-0.106
4,337,10,4.5,1.0,44,-0.44,-0.104
4,338,10,4.5,1.0,44,-0.44,-0.104
4,339,10,4.5,1.0,44,-0.44,-0.106
4,340,10,4.5,1.0,44,-0.44,-0.106
4,341,10,4.5,1.0,44,-0.44,-0.108
4,342,10,4.5,1.0,44,-0.44,-0.11
4,343,10,4.5,1.0,44,-0.44,-0.11
4,344,10,4.5,1.0,44,-0.44,-0.11
4,345,10,4.5,1.0,44,-0.44,-0.108
4,346,10,4.5,1.0,44,-0.44,-0.108
4,347,10,4.5,1.0,44,-0.44,-0.106
4,348,10,4.5,1.0,44,-0.436,-0.104
4,349,10,4.5,1.0,44,-0.436,-0.104
4,350,10,4.5,1.0,44,-0.436,-0.106
4,351,10,4.5,1.0,44,-0.44,-0.108
4,352,10,4.5,1.0,44,-0.44,-0.108
4,353,10,4.5,1.0,44,-0.44,-0.108
4,354,10,4.5,1.0,44,-0.44,-0.108
4,355,10,4.5,1.0,44,-0.44,-0.108
4,356,10,4.5,1.0,44,-0.44,-0.11
4,357,10,4.5,1.0,44,-0.44,-0.112
4,358,10,4.5,1.0,44,-0.436,-0.11
4,359,10,4.5,1.0,44,-0.44,-0.112
4,360,10,4.5,1.0,44,-0.44,-0.112
4,361,10,4.5,1.0,44,-0.436,-0.11
4,362,10,4.5,1.0,44,-0.436,-0.11
4,363,10,4.5,1.0,44,-0.436,-0.11
4,364,10,4.5,1.0,44,-0.432,-0.108
4,365,10,4.5,1.0,44,-0.432,-0.108
4,366,10,4.5,1.0,44,-0.444,-0.106
4,367,10,4.5,1.0,44,-0.444,-0.104
4,368,10,4.5,1.0,44,-0.448,-0.106
4,369,10,4.5,1.0,44,-0.444,-0.104
4,370,10,4.5,1.0,44,-0.444,-0.106
4,371,10,4.5,1.0,44,-0.444,-0.106
4,372,10,4.5,1.0,44,-0.444,-0.104
4,373,10,4.5,1.0,44,-0.444,-0.102
4,374,10,4.5,1.0,44,-0.44,-0.1
4,375,10,4.5,1.0,44,-0.436,-0.098
4,376,10,4.5,1.0,44,-0.436,-0.096
4,377,10,4.5,1.0,44,-0.432,-0.098
4,378,10,4.5,1.0,44,-0.432,-0.096
4,379,10,4.5,1.0,44,-0.432,-0.098
4,380,10,4.5,1.0,44,-0.444,-0.1
4,381,10,4.5,1.0,44,-0.444,-0.1
4,382,10,4.5,1.0,44,-0.448,-0.102
4,383,10,4.5,1.0,44,-0.448,-0.104
4,384,10,4.5,1.0,44,-0.46,-0.102
4,385,10,4.5,1.0,44,-0.46,-0.104
4,386,10,4.5,1.0,44,-0.464,-0.102
4,387,10,4.5,1.0,44,-0.464,-0.102
4,388,10,4.5,1.0,44,-0.468,-0.1
4,389,10,4.5,1.0,44,-0.468,-0.102
4,390,10,4.5,1.0,44,-0.468,-0.102
4,391,10,4.5,1.0,44,-0.468,-0.102
4,392,10,4.5,1.0,44,-0.464,-0.104
4,393,10,4.5,1.0,44,-0.464,-0.104
4,394,10,4.5,1.0,44,-0.464,-0.104
4,395,10,4.5,1.0,44,-0.464,-0.106
4,396,10,4.5,1.0,44,-0.464,-0.106
4,397,10,4.5,1.0,44,-0.464,-0.104
4,398,10,4.5,1.0,44,-0.468,-0.106
4,399,10,4.5,1.0,44,-0.468,-0.106
4,400,10,4.5,1.0,44,-0.468,-0.108
4,401,10,4.5,1.0,44,-0.468,-0.11
4,402,10,4.5,1.0,44,-0.464,-0.108
4,403,10,4.5,1.0,44,-0.468,-0.11
4,404,10,4.5,1.0,44,-0.468,-0.11
4,405,10,4.5,1.0,44,-0.48,-0.112
4,406,10,4.5,1.0,44,-0.48,-0.112
4,407,10,4.5,1.0,44,-0.484,-0.114
4,408,10,4.5,1.0,44,-0.484,-0.114
4,409,10,4.5,1.0,44,-0.484,-0.112
4,410,10,4.5,1.0,44,-0.484,-0.112
4,411,10,4.5,1.0,44,-0.484,-0.112
4,412,10,4.5,1.0,44,-0.488,-0.11
4,413,10,4.5,1.0,44,-0.492,-0.108
4,414,10,4.5,1.0,44,-0.5,-0.11
4,415,10,4.5,1.0,44,-0.5,-0.11
4,416,10,4.5,1.0,44,-0.5,-0.11
4,417,10,4.5,1.0,44,-0.496,-0.108
4,418,10,4.5,1.0,44,-0.496,-0.108
4,419,10,4.5,1.0,44,-0.496,-0.108
4,420,10,4.5,1.0,44,-0.492,-0.11
4,421,10,4.5,1.0,44,-0.492,-0.11
4,422,10,4.5,1.0,44,-0.492,-0.11
4,423,10,4.5,1.0,44,-0.492,-0.112
4,424,10,4.5,1.0,44,-0.492,-0.112
4,425,10,4.5,1.0,44,-0.496,-0.114
4,426,10,4.5,1.0,44,-0.492,-0.112
4,427,10,4.5,1.0,44,-0.492,-0.114
4,428,10,4.5,1.0,44,-0.484,-0.112
4,429,10,4.5,1.0,44,-0.488,-0.114
4,430,10,4.5,1.0,44,-0.484,-0.116
4,431,10,4.5,1.0,44,-0.488,-0.118
4,432,10,4.5,1.0,44,-0.488,-0.118
4,433,10,4.5,1.0,44,-0.492,-0.12
4,434,10,4.5,1.0,44,-0.488,-0.118
4,435,10,4.5,1.0,44,-0.488,-0.12
4,436,10,4.5,1.0,44,-0.488,-0.12
4,437,10,4.5,1.0,44,-0.488,-0.12
4,438,10,4.5,1.0,44,-0.492,-0.122
4,439,10,4.5,1.0,44,-0.492,-0.122
4,440,10,4.5,1.0,44,-0.492,-0.122
4,441,10,4.5,1.0,44,-0.5,-0.124
4,442,10,4.5,1.0,44,-0.496,-0.126
4,443,10,4.5,1.0,44,-0.5,-0.128
4,444,10,4.5,1.0,44,-0.5,-0.126
4,445,10,4.5,1.0,44,-0.5,-0.126
4,446,10,4.5,1.0,44,-0.504,-0.128
4,447,10,4.5,1.0,44,-0.504,-0.13
4,448,10,4.5,1.0,44,-0.504,-0.128
4,449,10,4.5,1.0,44,-0.504,-0.128
4,450,10,4.5,1.0,44,-0.504,-0.128
4,451,10,4.5,1.0,44,-0.504,-0.13
4,452,10,4.5,1.0,44,-0.508,-0.132
4,453,10,4.5,1.0,44,-0.508,-0.132
4,454,10,4.5,1.0,44,-0.512,-0.13
4,455,10,4.5,1.0,44,-0.512,-0.13
4,456,10,4.5,1.0,44,-0.512,-0.13
4,457,10,4.5,1.0,44,-0.512,-0.132
4,458,10,4.5,1.0,44,-0.512,-0.132
4,459,10,4.5,1.0,44,-0.516,-0.134
4,460,10,4.5,1.0,44,-0.512,-0.132
4,461,10,4.5,1.0,44,-0.512,-0.132
4,462,10,4.5,1.0,44,-0.512,-0.134
4,463,10,4.5,1.0,44,-0.512,-0.132
4,464,10,4.5,1.0,44,-0.512,-0.132
4,465,10,4.5,1.0,44,-0.516,-0.13
4,466,10,4.5,1.0,44,-0.516,-0.13
4,467,10,4.5,1.0,44,-0.516,-0.13
4,468,10,4.5,1.0,44,-0.508,-0.128
4,469,10,4.5,1.0,44,-0.504,-0.126
4,470,10,4.5,1.0,44,-0.5,-0.124
4,471,10,4.5,1.0,44,-0.5,-0.124
4,472,10,4.5,1.0,44,-0.5,-0.122
4,473,10,4.5,1.0,44,-0.5,-0.122
4,474,10,4.5,1.0,44,-0.504,-0.124
4,475,10,4.5,1.0,44,-0.504,-0.124
4,476,10,4.5,1.0,44,-0.5,-0.126
4,477,10,4.5,1.0,44,-0.5,-0.126
4,478,10,4.5,1.0,44,-0.492,-0.124
4,479,10,4.5,1.0,44,-0.5,-0.126
4,480,10,4.5,1.0,44,-0.5,-0.126
4,481,10,4.5,1.0,44,-0.496,-0.124
4,482,10,4.5,1.0,44,-0.492,-0.122
4,483,10,4.5,1.0,44,-0.496,-0.124
4,484,10,4.5,1.0,44,-0.488,-0.122
4,485,10,4.5,1.0,44,-0.488,-0.12
4,486,10,4.5,1.0,44,-0.488,-0.122
4,487,10,4.5,1.0,44,-0.488,-0.122
4,488,10,4.5,1.0,44,-0.484,-0.12
4,489,10,4.5,1.0,44,-0.484,-0.12
4,490,10,4.5,1.0,44,-0.492,-0.118
4,491,10,4.5,1.0,44,-0.492,-0.118
4,492,10,4.5,1.0,44,-0.492,-0.118
4,493,10,4.5,1.0,44,-0.492,-0.116
4,494,10,4.5,1.0,44,-0.488,-0.118
4,495,10,4.5,1.0,44,-0.492,-0.116
4,496,10,4.5,1.0,44,-0.5,-0.118
4,497,10,4.5,1.0,44,-0.496,-0.116
4,498,10,4.5,1.0,44,-0.5,-0.118
4,499,10,4.5,1.0,44,-0.496,-0.116
4,500,10,4.5,1.0,44,-0.504,-0.118
4,501,10,4.5,1.0,44,-0.504,-0.12
4,502,10,4.5,1.0,44,-0.504,-0.118
4,503,10,4.5,1.0,44,-0.504,-0.118
4,504,10,4.5,1.0,44,-0.496,-0.116
4,505,10,4.5,1.0,44,-0.504,-0.118
4,506,10,4.5,1.0,44,-0.5,-0.12
4,507,10,4.5,1.0,44,-0.5,-0.12
4,508,10,4.5,1.0,44,-0.504,-0.118
4,509,10,4.5,1.0,44,-0.504,-0.12
4,510,10,4.5,1.0,44,-0.504,-0.12
4,511,10,4.5,1.0,44,-0.504,-0.122
4,512,10,4.5,1.0,44,-0.504,-0.122
4,513,10,4.5,1.0,44,-0.5,-0.12
4,514,10,4.5,1.0,44,-0.5,-0.12
4,515,10,4.5,1.0,44,-0.5,-0.12
4,516,10,4.5,1.0,44,-0.504,-0.122
4,517,10,4.5,1.0,44,-0.504,-0.122
4,518,10,4.5,1.0,44,-0.508,-0.124
4,519,10,4.5,1.0,44,-0.508,-0.124
4,520,10,4.5,1.0,44,-0.508,-0.124
4,521,10,4.5,1.0,44,-0.512,-0.126
4,522,10,4.5,1.0,44,-0.512,-0.126
4,523,10,4.5,1.0,44,-0.512,-0.128
4,524,10,4.5,1.0,44,-0.512,-0.128
4,525,10,4.5,1.0,44,-0.512,-0.126
4,526,10,4.5,1.0,44,-0.512,-0.126
4,527,10,4.5,1.0,44,-0.512,-0.126
4,528,10,4.5,1.0,44,-0.512,-0.124
4,529,10,4.5,1.0,44,-0.512,-0.126
4,530,10,4.5,1.0,44,-0.524,-0.128
4,531,10,4.5,1.0,44,-0.524,-0.128
4,532,10,4.5,1.0,44,-0.524,-0.128
4,533,10,4.5,1.0,44,-0.524,-0.128
4,534,10,4.5,1.0,44,-0.528,-0.13
4,535,10,4.5,1.0,44,-0.528,-0.128
4,536,10,4.5,1.0,44,-0.528,-0.128
